elev,shp,time,elb,rie
82.41,48.66,18:31:56:259,17.28,666.0
85.43,53.51,18:31:56:385,15.86,666.0
83.82,58.61,18:31:56:508,14.86,666.0
69.2,65.07,18:31:56:633,40.33,30.5
87.33,71.17,18:31:56:770,5.01,666.0
47.82,96.87,18:31:56:905,62.73,-22.1
50.74,100.0,18:31:57:043,58.49,-29.84
49.93,97.77,18:31:57:182,59.94,-26.66
49.51,95.16,18:31:57:326,63.22,-27.22
49.34,94.27,18:31:57:454,59.67,-25.88
50.26,93.63,18:31:57:592,59.13,-22.0
87.65,69.22,18:31:57:723,8.45,666.0
82.61,56.84,18:31:57:847,18.66,666.0
84.65,48.12,18:31:57:984,26.39,666.0
85.64,37.93,18:31:58:121,13.28,666.0
83.14,32.03,18:31:58:248,14.48,666.0
82.44,23.04,18:31:58:375,14.8,666.0
81.05,11.96,18:31:58:494,15.47,666.0
80.21,1.95,18:31:58:614,18.4,666.0
79.81,-4.21,18:31:58:737,13.45,666.0
80.2,-10.52,18:31:58:863,13.82,666.0
80.43,-14.43,18:31:58:992,11.92,666.0
79.95,-15.8,18:31:59:118,11.75,666.0
79.51,-16.52,18:31:59:255,12.49,666.0
79.02,-16.09,18:31:59:381,12.47,666.0
78.48,-14.51,18:31:59:508,13.68,666.0
77.59,-9.93,18:31:59:635,19.48,666.0
77.92,-2.84,18:31:59:757,21.49,666.0
77.71,11.98,18:31:59:892,14.54,666.0
79.54,22.5,18:32:00:037,17.42,666.0
81.17,32.61,18:32:00:177,14.11,666.0
82.51,41.48,18:32:00:301,11.99,666.0
80.53,52.23,18:32:00:429,11.01,666.0
81.47,55.57,18:32:00:550,13.05,666.0
76.95,58.37,18:32:00:676,22.19,666.0
83.87,62.37,18:32:00:814,28.07,666.0
79.82,59.54,18:32:00:949,38.75,66.15
47.34,53.5,18:32:01:077,68.42,16.9
49.8,45.41,18:32:01:205,65.34,22.28
62.16,34.46,18:32:01:334,78.12,33.8
64.0,46.67,18:32:01:458,63.75,38.08
57.24,39.89,18:32:01:583,74.28,29.11
93.92,75.2,18:32:01:706,8.46,666.0
59.09,42.59,18:32:01:837,67.36,27.71
52.65,91.41,18:32:01:966,61.72,-26.16
81.73,56.52,18:32:02:097,34.98,65.16
84.61,50.98,18:32:02:232,18.46,666.0
83.34,45.15,18:32:02:358,12.99,666.0
81.82,37.91,18:32:02:489,14.07,666.0
81.3,32.27,18:32:02:618,13.61,666.0
80.22,24.55,18:32:02:737,17.25,666.0
81.28,16.09,18:32:02:866,17.31,666.0
81.44,8.91,18:32:02:991,16.83,666.0
82.27,1.5,18:32:03:114,19.61,666.0
83.3,-2.79,18:32:03:239,15.14,666.0
85.19,-7.19,18:32:03:360,11.92,666.0
86.2,-12.24,18:32:03:492,11.01,666.0
86.47,-15.67,18:32:03:612,10.9,666.0
87.2,-19.71,18:32:03:736,9.05,666.0
86.63,-21.31,18:32:03:865,10.22,666.0
86.3,-21.5,18:32:04:010,11.17,666.0
85.95,-19.74,18:32:04:138,12.61,666.0
84.96,-13.74,18:32:04:268,14.35,666.0
83.42,-5.09,18:32:04:389,17.35,666.0
82.88,2.44,18:32:04:509,17.75,666.0
82.26,15.61,18:32:04:627,15.31,666.0
81.94,24.15,18:32:04:757,17.96,666.0
82.04,32.08,18:32:04:885,16.23,666.0
84.46,43.07,18:32:05:023,15.54,666.0
84.64,52.69,18:32:05:156,19.16,666.0
85.45,57.99,18:32:05:275,12.19,666.0
84.48,63.96,18:32:05:407,20.43,666.0
48.62,68.02,18:32:05:527,62.28,-2.87
52.67,64.77,18:32:05:657,63.22,15.29
57.34,67.55,18:32:05:787,52.32,17.54
64.13,58.85,18:32:05:929,43.31,24.18
57.6,63.61,18:32:06:060,46.91,9.0
62.89,64.68,18:32:06:186,46.89,11.68
62.18,61.01,18:32:06:304,54.68,21.31
60.98,55.38,18:32:06:433,44.44,24.03
60.18,57.12,18:32:06:554,51.95,17.72
57.62,56.28,18:32:06:687,58.13,13.44
86.07,53.03,18:32:06:811,17.16,666.0
86.55,48.95,18:32:06:934,8.74,666.0
87.62,39.96,18:32:07:060,11.16,666.0
86.13,28.3,18:32:07:205,17.72,666.0
85.03,18.25,18:32:07:337,20.78,666.0
85.35,11.52,18:32:07:468,15.48,666.0
84.78,-0.67,18:32:07:605,16.81,666.0
84.24,-7.09,18:32:07:748,16.05,666.0
84.46,-12.31,18:32:07:867,14.19,666.0
84.25,-14.61,18:32:08:016,11.43,666.0
83.86,-14.56,18:32:08:138,11.65,666.0
83.67,-14.92,18:32:08:262,12.43,666.0
83.73,-14.66,18:32:08:385,12.5,666.0
