elev,shp,rie,elb,time,date
21.09,-32.34,666.0,9.93,45309.028,2023-10-03
21.8,-31.53,666.0,11.24,45309.06,2023-10-03
21.98,-30.62,666.0,11.72,45309.098,2023-10-03
21.98,-29.68,666.0,11.74,45309.131,2023-10-03
21.93,-28.85,666.0,11.6,45309.161,2023-10-03
21.89,-27.58,666.0,11.18,45309.198,2023-10-03
21.88,-26.53,666.0,10.72,45309.233,2023-10-03
22.5,-25.1,666.0,10.42,45309.264,2023-10-03
24.31,-23.34,666.0,10.15,45309.299,2023-10-03
26.63,-20.61,666.0,10.97,45309.329,2023-10-03
30.4,-16.37,666.0,9.01,45309.362,2023-10-03
35.08,-12.3,666.0,7.34,45309.402,2023-10-03
38.41,-10.63,666.0,7.57,45309.432,2023-10-03
41.55,-8.98,666.0,8.17,45309.462,2023-10-03
46.5,-5.59,666.0,7.14,45309.498,2023-10-03
53.11,-4.2,666.0,6.65,45309.537,2023-10-03
58.68,-2.14,666.0,3.7,45309.562,2023-10-03
64.98,0.16,666.0,3.45,45309.602,2023-10-03
69.53,1.45,666.0,6.27,45309.629,2023-10-03
77.97,0.99,666.0,10.64,45309.662,2023-10-03
83.91,1.8,666.0,10.73,45309.701,2023-10-03
89.69,3.32,666.0,4.85,45309.728,2023-10-03
94.76,4.23,666.0,6.79,45309.765,2023-10-03
102.99,2.23,666.0,15.94,45309.806,2023-10-03
107.34,2.71,666.0,15.21,45309.838,2023-10-03
111.06,5.16,666.0,13.02,45309.86,2023-10-03
114.96,5.89,666.0,12.06,45309.897,2023-10-03
115.03,9.42,666.0,7.78,45309.932,2023-10-03
116.85,11.11,666.0,7.49,45309.96,2023-10-03
120.82,12.04,666.0,8.97,45309.996,2023-10-03
123.34,12.86,666.0,10.12,45310.029,2023-10-03
126.85,13.15,666.0,11.88,45310.06,2023-10-03
134.79,13.25,666.0,6.86,45310.099,2023-10-03
138.01,13.8,666.0,7.27,45310.129,2023-10-03
139.99,15.42,666.0,8.27,45310.163,2023-10-03
140.15,19.83,666.0,9.18,45310.196,2023-10-03
141.58,21.9,666.0,10.74,45310.228,2023-10-03
142.12,24.54,666.0,11.83,45310.264,2023-10-03
145.85,30.82,666.0,11.54,45310.301,2023-10-03
146.46,34.4,666.0,15.25,45310.332,2023-10-03
146.9,36.78,666.0,16.7,45310.364,2023-10-03
154.05,33.31,666.0,10.39,45310.398,2023-10-03
157.34,38.15,666.0,7.0,45310.431,2023-10-03
157.55,52.03,666.0,9.22,45310.463,2023-10-03
159.66,62.3,666.0,5.58,45310.501,2023-10-03
169.26,102.7,666.0,10.33,45310.533,2023-10-03
169.45,107.86,666.0,9.03,45310.565,2023-10-03
169.68,111.46,666.0,8.0,45310.611,2023-10-03
169.9,114.08,666.0,7.3,45310.629,2023-10-03
169.91,115.72,666.0,6.78,45310.662,2023-10-03
168.59,123.29,666.0,7.16,45310.7,2023-10-03
168.17,123.49,666.0,7.5,45310.731,2023-10-03
158.84,83.77,666.0,7.07,45310.759,2023-10-03
157.97,82.14,666.0,6.66,45310.807,2023-10-03
160.68,56.11,666.0,1.79,45310.831,2023-10-03
155.2,36.83,666.0,7.13,45310.859,2023-10-03
150.46,25.85,666.0,14.16,45310.904,2023-10-03
147.16,21.17,666.0,14.58,45310.928,2023-10-03
143.96,16.47,666.0,16.76,45310.964,2023-10-03
140.85,13.99,666.0,16.85,45310.998,2023-10-03
138.02,13.09,666.0,16.67,45311.032,2023-10-03
134.71,13.64,666.0,15.66,45311.065,2023-10-03
131.18,14.73,666.0,13.03,45311.097,2023-10-03
126.81,15.74,666.0,9.86,45311.127,2023-10-03
122.63,16.4,666.0,7.81,45311.163,2023-10-03
119.2,16.5,666.0,6.28,45311.199,2023-10-03
116.0,16.45,666.0,4.49,45311.231,2023-10-03
112.26,16.29,666.0,2.37,45311.261,2023-10-03
107.33,15.82,666.0,1.62,45311.299,2023-10-03
103.61,14.0,666.0,2.39,45311.329,2023-10-03
95.64,13.59,666.0,4.56,45311.37,2023-10-03
88.74,13.1,666.0,10.14,45311.394,2023-10-03
87.17,11.82,666.0,5.46,45311.433,2023-10-03
86.23,10.35,666.0,6.72,45311.463,2023-10-03
80.78,9.35,666.0,4.29,45311.495,2023-10-03
78.8,8.5,666.0,4.21,45311.529,2023-10-03
76.31,7.79,666.0,4.55,45311.563,2023-10-03
71.92,7.08,666.0,6.25,45311.597,2023-10-03
80.15,14.49,666.0,16.45,45311.633,2023-10-03
62.91,4.87,666.0,5.91,45311.674,2023-10-03
67.28,-1.95,666.0,14.39,45311.697,2023-10-03
67.86,-5.09,666.0,16.85,45311.73,2023-10-03
66.01,-6.73,666.0,16.35,45311.762,2023-10-03
63.06,-8.12,666.0,15.35,45311.797,2023-10-03
60.76,-8.69,666.0,17.81,45311.834,2023-10-03
59.25,-9.27,666.0,18.03,45311.864,2023-10-03
57.07,-9.87,666.0,18.25,45311.897,2023-10-03
54.44,-10.51,666.0,18.18,45311.927,2023-10-03
49.49,-10.75,666.0,15.75,45311.959,2023-10-03
44.47,-11.29,666.0,13.54,45311.996,2023-10-03
41.21,-12.39,666.0,11.89,45312.031,2023-10-03
38.64,-13.25,666.0,11.08,45312.062,2023-10-03
36.19,-14.15,666.0,9.96,45312.098,2023-10-03
33.96,-14.99,666.0,9.42,45312.133,2023-10-03
31.67,-15.98,666.0,9.49,45312.163,2023-10-03
29.8,-16.66,666.0,9.77,45312.198,2023-10-03
29.95,-18.18,666.0,14.34,45312.235,2023-10-03
27.51,-19.18,666.0,13.62,45312.26,2023-10-03
27.08,-20.1,666.0,13.84,45312.295,2023-10-03
25.51,-20.2,666.0,12.63,45312.33,2023-10-03
24.6,-20.4,666.0,11.87,45312.363,2023-10-03
23.95,-20.49,666.0,11.15,45312.395,2023-10-03
23.16,-20.38,666.0,10.44,45312.434,2023-10-03
22.4,-20.1,666.0,9.67,45312.461,2023-10-03
21.38,-19.16,666.0,8.32,45312.502,2023-10-03
20.55,-18.31,666.0,7.33,45312.528,2023-10-03
19.86,-17.43,666.0,6.46,45312.561,2023-10-03
19.35,-16.76,666.0,5.91,45312.597,2023-10-03
18.99,-16.25,666.0,5.53,45312.629,2023-10-03
18.82,-16.0,666.0,5.38,45312.663,2023-10-03
19.29,-15.25,666.0,5.34,45312.698,2023-10-03
20.15,-14.35,666.0,5.06,45312.739,2023-10-03
21.94,-13.25,666.0,6.12,45312.765,2023-10-03
25.5,-11.53,666.0,7.85,45312.797,2023-10-03
32.16,-10.96,666.0,6.55,45312.829,2023-10-03
38.68,-10.26,666.0,5.51,45312.872,2023-10-03
42.37,-6.95,666.0,5.14,45312.905,2023-10-03
47.55,-4.51,666.0,3.82,45312.929,2023-10-03
53.59,-2.32,666.0,3.25,45312.963,2023-10-03
61.15,-0.18,666.0,1.47,45312.999,2023-10-03
66.57,0.73,666.0,3.36,45313.039,2023-10-03
72.78,1.6,666.0,4.18,45313.064,2023-10-03
81.25,2.57,666.0,0.21,45313.099,2023-10-03
89.23,3.32,666.0,4.74,45313.13,2023-10-03
95.89,4.0,666.0,5.28,45313.161,2023-10-03
103.05,3.92,666.0,8.35,45313.2,2023-10-03
105.6,4.21,666.0,6.06,45313.231,2023-10-03
108.27,4.43,666.0,3.47,45313.26,2023-10-03
114.55,5.03,666.0,4.68,45313.298,2023-10-03
117.96,5.55,666.0,4.42,45313.338,2023-10-03
122.32,6.28,666.0,6.14,45313.36,2023-10-03
125.99,7.1,666.0,5.24,45313.398,2023-10-03
128.41,7.42,666.0,5.41,45313.429,2023-10-03
130.35,7.45,666.0,5.41,45313.462,2023-10-03
133.54,8.07,666.0,5.22,45313.499,2023-10-03
136.8,8.67,666.0,3.65,45313.533,2023-10-03
140.62,7.1,666.0,6.29,45313.563,2023-10-03
142.81,6.28,666.0,7.81,45313.607,2023-10-03
144.41,5.89,666.0,8.69,45313.639,2023-10-03
145.7,5.36,666.0,9.94,45313.663,2023-10-03
149.38,6.89,666.0,7.04,45313.7,2023-10-03
151.63,8.22,666.0,6.68,45313.73,2023-10-03
153.13,9.05,666.0,9.42,45313.76,2023-10-03
154.36,10.67,666.0,10.11,45313.796,2023-10-03
155.47,12.89,666.0,11.63,45313.831,2023-10-03
156.25,15.15,666.0,11.92,45313.864,2023-10-03
157.0,16.81,666.0,11.86,45313.895,2023-10-03
157.56,18.03,666.0,13.48,45313.933,2023-10-03
157.92,18.61,666.0,14.14,45313.96,2023-10-03
158.17,19.42,666.0,14.38,45313.997,2023-10-03
158.31,19.76,666.0,14.43,45314.031,2023-10-03
158.2,19.62,666.0,10.9,45314.061,2023-10-03
157.0,18.89,666.0,10.59,45314.101,2023-10-03
154.26,24.25,666.0,7.56,45314.127,2023-10-03
148.11,35.36,666.0,2.24,45314.161,2023-10-03
142.74,39.17,666.0,5.5,45314.199,2023-10-03
130.69,34.96,666.0,16.11,45314.228,2023-10-03
151.13,37.81,666.0,9.04,45314.26,2023-10-03
121.04,28.01,666.0,15.38,45314.297,2023-10-03
124.86,18.34,666.0,7.71,45314.328,2023-10-03
126.03,12.75,666.0,7.8,45314.361,2023-10-03
123.67,10.48,666.0,10.47,45314.404,2023-10-03
121.21,8.9,666.0,11.87,45314.429,2023-10-03
118.71,6.19,666.0,15.81,45314.461,2023-10-03
112.57,5.63,666.0,9.7,45314.499,2023-10-03
108.94,3.62,666.0,10.99,45314.527,2023-10-03
104.93,2.53,666.0,11.49,45314.562,2023-10-03
100.41,0.79,666.0,10.22,45314.6,2023-10-03
98.29,-0.57,666.0,13.63,45314.629,2023-10-03
90.93,-1.95,666.0,8.68,45314.665,2023-10-03
87.84,-2.36,666.0,8.39,45314.708,2023-10-03
84.86,-2.68,666.0,11.39,45314.729,2023-10-03
80.73,-3.14,666.0,12.73,45314.761,2023-10-03
74.73,-3.3,666.0,6.68,45314.8,2023-10-03
69.66,-3.82,666.0,6.43,45314.858,2023-10-03
64.2,-5.53,666.0,2.95,45314.876,2023-10-03
61.02,-6.2,666.0,5.02,45314.902,2023-10-03
61.53,-8.41,666.0,9.88,45314.932,2023-10-03
59.16,-9.63,666.0,7.61,45314.963,2023-10-03
56.66,-10.63,666.0,11.34,45314.997,2023-10-03
51.57,-11.78,666.0,11.02,45315.029,2023-10-03
49.09,-12.77,666.0,13.06,45315.066,2023-10-03
46.25,-13.85,666.0,11.83,45315.098,2023-10-03
43.21,-15.76,666.0,10.38,45315.13,2023-10-03
40.67,-17.51,666.0,9.69,45315.168,2023-10-03
38.2,-18.68,666.0,7.8,45315.198,2023-10-03
39.23,-20.78,666.0,11.21,45315.233,2023-10-03
36.18,-22.32,666.0,9.41,45315.263,2023-10-03
33.39,-23.42,666.0,8.18,45315.298,2023-10-03
31.33,-24.37,666.0,7.79,45315.329,2023-10-03
29.89,-25.3,666.0,8.14,45315.362,2023-10-03
28.53,-26.49,666.0,9.31,45315.398,2023-10-03
26.73,-29.02,666.0,10.38,45315.43,2023-10-03
25.03,-30.77,666.0,11.35,45315.47,2023-10-03
23.53,-31.91,666.0,11.55,45315.499,2023-10-03
21.82,-32.29,666.0,11.29,45315.531,2023-10-03
20.84,-32.64,666.0,11.61,45315.56,2023-10-03
19.86,-32.66,666.0,11.43,45315.597,2023-10-03
19.22,-32.39,666.0,11.34,45315.632,2023-10-03
18.81,-32.09,666.0,11.36,45315.661,2023-10-03
18.49,-31.61,666.0,11.2,45315.699,2023-10-03
18.29,-31.09,666.0,11.01,45315.731,2023-10-03
19.14,-30.03,666.0,10.95,45315.771,2023-10-03
20.58,-28.8,666.0,11.11,45315.798,2023-10-03
21.03,-28.23,666.0,11.14,45315.829,2023-10-03
22.35,-27.51,666.0,11.48,45315.862,2023-10-03
24.14,-26.99,666.0,12.89,45315.899,2023-10-03
25.77,-25.43,666.0,12.89,45315.928,2023-10-03
28.4,-21.53,666.0,12.62,45315.964,2023-10-03
31.99,-17.64,666.0,12.26,45315.997,2023-10-03
35.35,-14.72,666.0,12.13,45316.027,2023-10-03
41.34,-11.1,666.0,12.06,45316.063,2023-10-03
45.79,-8.46,666.0,11.52,45316.096,2023-10-03
49.22,-6.64,666.0,11.96,45316.132,2023-10-03
54.31,-4.8,666.0,12.4,45316.164,2023-10-03
60.38,-2.73,666.0,9.09,45316.197,2023-10-03
64.53,-1.51,666.0,10.07,45316.232,2023-10-03
71.06,-0.86,666.0,10.72,45316.264,2023-10-03
75.89,0.06,666.0,9.41,45316.296,2023-10-03
81.31,1.11,666.0,7.43,45316.328,2023-10-03
86.54,2.67,666.0,5.21,45316.361,2023-10-03
92.0,3.53,666.0,6.3,45316.397,2023-10-03
96.71,4.31,666.0,3.61,45316.431,2023-10-03
102.47,4.89,666.0,6.39,45316.466,2023-10-03
106.07,5.5,666.0,4.71,45316.498,2023-10-03
110.16,5.97,666.0,7.26,45316.537,2023-10-03
110.51,9.62,666.0,4.9,45316.564,2023-10-03
113.37,11.23,666.0,5.71,45316.598,2023-10-03
116.3,10.86,666.0,4.55,45316.626,2023-10-03
119.36,12.1,666.0,5.89,45316.671,2023-10-03
122.14,13.46,666.0,6.17,45316.698,2023-10-03
125.74,14.07,666.0,7.96,45316.732,2023-10-03
129.37,14.42,666.0,9.16,45316.762,2023-10-03
134.77,14.11,666.0,8.72,45316.799,2023-10-03
138.35,13.7,666.0,9.41,45316.837,2023-10-03
139.59,17.48,666.0,12.25,45316.86,2023-10-03
144.6,21.38,666.0,6.88,45316.896,2023-10-03
148.85,25.86,666.0,1.84,45316.926,2023-10-03
150.22,28.28,666.0,7.84,45316.96,2023-10-03
150.69,29.72,666.0,15.83,45316.998,2023-10-03
151.8,31.88,666.0,18.08,45317.031,2023-10-03
153.34,33.92,666.0,17.74,45317.063,2023-10-03
154.55,36.3,666.0,17.03,45317.097,2023-10-03
171.01,59.79,666.0,9.25,45317.138,2023-10-03
159.64,24.05,666.0,18.51,45317.163,2023-10-03
160.76,25.86,666.0,19.08,45317.196,2023-10-03
171.07,88.07,666.0,4.94,45317.231,2023-10-03
171.16,90.76,666.0,5.33,45317.263,2023-10-03
171.06,93.44,666.0,4.73,45317.301,2023-10-03
161.56,33.93,666.0,16.59,45317.329,2023-10-03
160.02,39.53,666.0,13.99,45317.363,2023-10-03
158.2,43.01,666.0,9.17,45317.399,2023-10-03
156.01,43.85,666.0,5.15,45317.431,2023-10-03
152.4,43.45,666.0,5.62,45317.46,2023-10-03
147.76,41.8,666.0,7.2,45317.498,2023-10-03
137.89,33.11,666.0,5.86,45317.53,2023-10-03
129.16,30.2,666.0,13.12,45317.56,2023-10-03
125.03,27.85,666.0,11.83,45317.603,2023-10-03
121.73,26.02,666.0,12.51,45317.628,2023-10-03
119.72,24.21,666.0,6.67,45317.661,2023-10-03
117.56,22.75,666.0,1.69,45317.697,2023-10-03
115.19,21.02,666.0,5.27,45317.731,2023-10-03
134.77,28.53,97.85,32.43,45317.761,2023-10-03
107.27,15.94,666.0,11.42,45317.798,2023-10-03
128.24,19.55,94.42,33.38,45317.831,2023-10-03
95.84,12.75,666.0,6.78,45317.861,2023-10-03
116.43,18.62,666.0,27.34,45317.904,2023-10-03
112.41,18.05,666.0,21.97,45317.928,2023-10-03
86.23,10.77,666.0,4.12,45317.96,2023-10-03
86.05,8.73,666.0,6.56,45317.998,2023-10-03
84.53,1.92,666.0,7.08,45318.03,2023-10-03
83.66,-0.37,666.0,12.93,45318.064,2023-10-03
83.12,-5.53,666.0,13.45,45318.097,2023-10-03
80.12,-7.18,666.0,11.72,45318.127,2023-10-03
73.21,-6.05,666.0,6.78,45318.161,2023-10-03
67.52,-6.24,666.0,8.25,45318.206,2023-10-03
61.94,-5.5,666.0,4.58,45318.231,2023-10-03
61.82,-6.76,666.0,9.15,45318.263,2023-10-03
59.82,-8.08,666.0,9.53,45318.298,2023-10-03
58.78,-9.12,666.0,12.03,45318.328,2023-10-03
56.72,-9.67,666.0,16.31,45318.362,2023-10-03
54.71,-10.25,666.0,17.96,45318.396,2023-10-03
50.27,-10.44,666.0,16.2,45318.429,2023-10-03
47.62,-11.46,666.0,13.87,45318.461,2023-10-03
44.75,-12.8,666.0,12.65,45318.498,2023-10-03
42.05,-13.92,666.0,10.76,45318.531,2023-10-03
39.15,-15.8,666.0,11.0,45318.566,2023-10-03
36.63,-18.19,666.0,11.87,45318.597,2023-10-03
34.75,-19.74,666.0,12.01,45318.632,2023-10-03
33.02,-21.11,666.0,12.55,45318.668,2023-10-03
31.04,-22.38,666.0,15.36,45318.698,2023-10-03
27.33,-25.0,666.0,10.24,45318.729,2023-10-03
24.37,-27.3,666.0,7.64,45318.766,2023-10-03
23.15,-28.44,666.0,7.29,45318.797,2023-10-03
21.86,-28.54,666.0,6.62,45318.83,2023-10-03
20.82,-28.22,666.0,6.24,45318.861,2023-10-03
19.52,-27.74,666.0,5.94,45318.898,2023-10-03
18.04,-26.36,666.0,5.11,45318.93,2023-10-03
16.95,-24.84,666.0,4.82,45318.973,2023-10-03
16.29,-23.46,666.0,4.85,45318.995,2023-10-03
15.92,-22.08,666.0,4.86,45319.031,2023-10-03
15.76,-20.77,666.0,4.78,45319.063,2023-10-03
20.52,-22.21,666.0,6.48,45319.098,2023-10-03
22.3,-22.09,666.0,8.08,45319.129,2023-10-03
24.88,-20.52,666.0,7.82,45319.161,2023-10-03
29.31,-18.33,666.0,8.33,45319.199,2023-10-03
34.17,-16.44,666.0,9.0,45319.23,2023-10-03
38.86,-14.59,666.0,8.21,45319.262,2023-10-03
43.6,-12.32,666.0,7.26,45319.298,2023-10-03
49.16,-9.89,666.0,7.43,45319.332,2023-10-03
48.2,-5.17,666.0,3.14,45319.361,2023-10-03
54.72,-5.92,666.0,3.98,45319.396,2023-10-03
59.73,-3.64,666.0,3.54,45319.432,2023-10-03
60.11,1.66,666.0,7.62,45319.462,2023-10-03
69.7,-1.03,666.0,2.64,45319.497,2023-10-03
74.07,-0.4,666.0,2.89,45319.53,2023-10-03
76.91,0.74,666.0,6.3,45319.561,2023-10-03
85.99,-2.48,666.0,6.56,45319.596,2023-10-03
91.1,-2.72,666.0,9.21,45319.632,2023-10-03
96.23,-2.05,666.0,9.73,45319.662,2023-10-03
101.34,0.2,666.0,7.3,45319.695,2023-10-03
107.63,3.27,666.0,3.43,45319.738,2023-10-03
111.75,3.55,666.0,2.05,45319.76,2023-10-03
116.39,3.73,666.0,4.51,45319.802,2023-10-03
119.91,4.28,666.0,2.01,45319.831,2023-10-03
122.82,4.8,666.0,2.65,45319.863,2023-10-03
125.71,5.33,666.0,4.3,45319.899,2023-10-03
128.39,5.7,666.0,7.67,45319.927,2023-10-03
133.24,6.58,666.0,8.17,45319.966,2023-10-03
138.53,7.27,666.0,6.56,45319.998,2023-10-03
141.29,7.57,666.0,8.48,45320.038,2023-10-03
143.9,8.0,666.0,9.59,45320.068,2023-10-03
149.55,9.64,666.0,6.34,45320.099,2023-10-03
151.65,10.12,666.0,7.18,45320.132,2023-10-03
153.35,10.38,666.0,10.38,45320.161,2023-10-03
157.04,12.27,666.0,11.02,45320.197,2023-10-03
165.47,57.36,666.0,0.48,45320.228,2023-10-03
165.59,59.75,666.0,2.59,45320.26,2023-10-03
161.58,12.0,666.0,17.97,45320.297,2023-10-03
165.59,13.74,666.0,11.37,45320.336,2023-10-03
167.04,10.14,666.0,9.97,45320.36,2023-10-03
165.16,108.16,666.0,10.39,45320.399,2023-10-03
168.65,10.5,666.0,9.97,45320.431,2023-10-03
169.12,10.3,666.0,9.91,45320.463,2023-10-03
169.37,9.64,666.0,9.9,45320.497,2023-10-03
169.5,9.79,666.0,9.91,45320.53,2023-10-03
169.47,11.0,666.0,9.99,45320.562,2023-10-03
169.22,12.48,666.0,10.0,45320.597,2023-10-03
168.87,13.61,666.0,10.02,45320.628,2023-10-03
168.1,15.05,666.0,10.07,45320.661,2023-10-03
166.66,18.9,666.0,12.12,45320.698,2023-10-03
164.23,23.54,666.0,11.44,45320.728,2023-10-03
161.41,24.55,666.0,8.57,45320.76,2023-10-03
155.66,18.76,666.0,9.4,45320.798,2023-10-03
150.5,18.32,666.0,7.32,45320.839,2023-10-03
144.51,15.09,666.0,9.59,45320.86,2023-10-03
141.18,13.64,666.0,9.31,45320.9,2023-10-03
138.46,12.42,666.0,10.92,45320.931,2023-10-03
134.74,11.01,666.0,10.89,45320.961,2023-10-03
129.56,9.94,666.0,10.79,45320.999,2023-10-03
125.26,9.75,666.0,12.41,45321.03,2023-10-03
121.03,8.96,666.0,13.45,45321.06,2023-10-03
116.18,8.37,666.0,11.66,45321.103,2023-10-03
110.26,4.45,666.0,8.73,45321.13,2023-10-03
105.12,5.11,666.0,7.71,45321.162,2023-10-03
102.35,5.57,666.0,11.34,45321.199,2023-10-03
96.89,4.39,666.0,9.48,45321.232,2023-10-03
93.55,4.37,666.0,11.43,45321.26,2023-10-03
89.64,4.49,666.0,13.53,45321.299,2023-10-03
81.3,1.65,666.0,4.36,45321.328,2023-10-03
77.82,0.92,666.0,5.98,45321.362,2023-10-03
74.57,-0.03,666.0,7.91,45321.406,2023-10-03
71.01,-1.13,666.0,6.7,45321.431,2023-10-03
65.86,-0.7,666.0,4.39,45321.461,2023-10-03
62.09,-2.6,666.0,4.23,45321.496,2023-10-03
58.65,-3.21,666.0,2.9,45321.526,2023-10-03
55.61,-4.61,666.0,4.75,45321.565,2023-10-03
51.54,-6.42,666.0,1.2,45321.595,2023-10-03
49.71,-8.32,666.0,1.66,45321.627,2023-10-03
47.39,-9.0,666.0,6.57,45321.662,2023-10-03
44.17,-9.98,666.0,5.32,45321.696,2023-10-03
41.84,-10.88,666.0,6.93,45321.731,2023-10-03
39.06,-12.13,666.0,4.26,45321.761,2023-10-03
37.26,-14.04,666.0,2.29,45321.795,2023-10-03
34.86,-16.0,666.0,1.92,45321.831,2023-10-03
32.69,-17.47,666.0,0.78,45321.867,2023-10-03
30.56,-19.15,666.0,5.45,45321.898,2023-10-03
26.77,-20.8,666.0,3.14,45321.928,2023-10-03
24.53,-22.25,666.0,4.52,45321.961,2023-10-03
22.79,-24.06,666.0,6.3,45321.997,2023-10-03
20.59,-26.49,666.0,7.42,45322.028,2023-10-03
18.94,-28.51,666.0,8.49,45322.064,2023-10-03
17.87,-30.01,666.0,9.45,45322.097,2023-10-03
22.12,-29.25,666.0,11.39,45322.128,2023-10-03
22.07,-29.33,666.0,11.65,45322.17,2023-10-03
22.03,-29.23,666.0,11.8,45322.195,2023-10-03
21.61,-29.19,666.0,11.69,45322.23,2023-10-03
21.73,-28.54,666.0,11.79,45322.26,2023-10-03
22.24,-28.05,666.0,12.03,45322.297,2023-10-03
22.56,-27.34,666.0,12.04,45322.328,2023-10-03
22.98,-26.61,666.0,12.17,45322.36,2023-10-03
23.69,-24.85,666.0,11.84,45322.397,2023-10-03
25.64,-21.74,666.0,11.17,45322.426,2023-10-03
27.02,-18.74,666.0,10.38,45322.469,2023-10-03
30.69,-14.96,666.0,9.4,45322.496,2023-10-03
33.67,-12.51,666.0,9.47,45322.529,2023-10-03
38.55,-9.34,666.0,8.6,45322.567,2023-10-03
43.45,-6.69,666.0,7.1,45322.599,2023-10-03
48.39,-4.78,666.0,6.02,45322.627,2023-10-03
54.67,-2.93,666.0,4.02,45322.659,2023-10-03
63.33,-5.14,666.0,10.9,45322.698,2023-10-03
68.66,-3.86,666.0,9.41,45322.727,2023-10-03
73.36,-1.83,666.0,8.09,45322.759,2023-10-03
78.09,-0.61,666.0,5.33,45322.797,2023-10-03
81.98,0.57,666.0,5.36,45322.832,2023-10-03
86.63,2.07,666.0,4.46,45322.862,2023-10-03
91.37,2.71,666.0,5.19,45322.897,2023-10-03
96.01,3.53,666.0,1.52,45322.932,2023-10-03
99.55,4.24,666.0,4.26,45322.96,2023-10-03
102.76,4.43,666.0,1.98,45323.001,2023-10-03
106.0,3.99,666.0,2.64,45323.032,2023-10-03
109.88,4.13,666.0,3.62,45323.061,2023-10-03
112.36,4.24,666.0,4.67,45323.098,2023-10-03
115.25,4.63,666.0,5.62,45323.132,2023-10-03
117.43,4.95,666.0,7.93,45323.165,2023-10-03
119.81,4.76,666.0,7.53,45323.197,2023-10-03
122.54,5.1,666.0,8.92,45323.237,2023-10-03
127.21,5.6,666.0,5.86,45323.262,2023-10-03
133.07,5.77,666.0,5.04,45323.3,2023-10-03
136.17,6.0,666.0,5.8,45323.331,2023-10-03
138.66,4.07,666.0,10.96,45323.36,2023-10-03
140.44,3.58,666.0,13.17,45323.397,2023-10-03
142.87,4.15,666.0,13.27,45323.428,2023-10-03
144.85,4.76,666.0,13.57,45323.459,2023-10-03
149.71,12.95,666.0,6.52,45323.5,2023-10-03
151.08,17.28,666.0,8.13,45323.547,2023-10-03
151.75,26.34,666.0,11.9,45323.559,2023-10-03
151.42,32.04,666.0,16.37,45323.6,2023-10-03
152.55,38.34,666.0,15.27,45323.63,2023-10-03
153.03,42.84,666.0,16.09,45323.659,2023-10-03
165.63,81.25,666.0,0.9,45323.697,2023-10-03
155.11,48.1,666.0,14.59,45323.732,2023-10-03
165.78,90.13,666.0,2.03,45323.76,2023-10-03
158.41,46.21,666.0,13.05,45323.796,2023-10-03
165.83,95.37,666.0,3.17,45323.84,2023-10-03
165.77,96.63,666.0,3.8,45323.861,2023-10-03
159.84,45.6,666.0,10.72,45323.896,2023-10-03
159.13,48.46,666.0,9.16,45323.932,2023-10-03
157.86,50.41,666.0,3.55,45323.964,2023-10-03
155.6,50.71,666.0,3.36,45323.998,2023-10-03
152.6,48.02,666.0,2.91,45324.029,2023-10-03
148.68,45.51,666.0,4.79,45324.064,2023-10-03
139.9,43.34,666.0,3.45,45324.096,2023-10-03
133.77,41.67,666.0,8.15,45324.131,2023-10-03
129.89,37.9,666.0,9.51,45324.162,2023-10-03
128.25,33.65,666.0,6.08,45324.198,2023-10-03
126.01,29.76,666.0,4.8,45324.23,2023-10-03
122.23,26.65,666.0,0.35,45324.263,2023-10-03
119.89,24.48,666.0,6.55,45324.3,2023-10-03
117.21,21.98,666.0,7.6,45324.33,2023-10-03
111.91,18.77,666.0,9.35,45324.362,2023-10-03
106.61,16.62,666.0,7.55,45324.399,2023-10-03
103.72,14.32,666.0,10.56,45324.437,2023-10-03
100.94,10.24,666.0,9.22,45324.474,2023-10-03
97.56,7.84,666.0,12.66,45324.5,2023-10-03
94.09,5.45,666.0,10.85,45324.538,2023-10-03
90.94,3.64,666.0,11.95,45324.562,2023-10-03
87.0,2.2,666.0,12.3,45324.603,2023-10-03
82.5,1.01,666.0,11.13,45324.63,2023-10-03
76.96,0.06,666.0,10.29,45324.662,2023-10-03
71.16,-0.14,666.0,6.56,45324.695,2023-10-03
65.59,-2.33,666.0,4.95,45324.728,2023-10-03
66.07,-5.78,666.0,7.77,45324.76,2023-10-03
63.37,-6.67,666.0,13.16,45324.8,2023-10-03
60.77,-7.64,666.0,13.85,45324.828,2023-10-03
55.21,-8.67,666.0,10.46,45324.859,2023-10-03
52.69,-9.45,666.0,10.29,45324.905,2023-10-03
51.0,-10.1,666.0,10.99,45324.93,2023-10-03
49.04,-11.0,666.0,12.66,45324.963,2023-10-03
45.61,-11.79,666.0,11.59,45325.0,2023-10-03
42.56,-13.09,666.0,10.71,45325.026,2023-10-03
40.32,-15.15,666.0,11.11,45325.062,2023-10-03
38.19,-17.24,666.0,12.21,45325.098,2023-10-03
37.0,-19.42,666.0,14.08,45325.129,2023-10-03
35.4,-21.27,666.0,14.86,45325.164,2023-10-03
33.01,-23.08,666.0,14.21,45325.202,2023-10-03
30.97,-24.82,666.0,14.65,45325.228,2023-10-03
29.03,-25.99,666.0,14.37,45325.264,2023-10-03
25.8,-26.09,666.0,12.37,45325.3,2023-10-03
23.09,-25.12,666.0,10.82,45325.329,2023-10-03
20.84,-23.87,666.0,10.46,45325.369,2023-10-03
