x,y
55117.407,89.63
55117.442,97.99
55117.475,102.14
55117.509,107.59
55117.543,112.14
55117.573,115.92
55117.607,119.37
55117.642,122.17
55117.675,124.48
55117.712,126.12
55117.741,129.66
55117.777,131.86
55117.811,133.84
55117.844,135.26
55117.875,137.16
55117.908,138.87
55117.942,140.6
55117.976,142.53
55118.014,144.12
55118.046,145.35
55118.079,146.33
55118.109,147.52
55118.143,148.72
55118.176,149.78
55118.209,150.88
55118.243,152.11
55118.278,153.25
55118.312,154.32
55118.342,155.26
55118.377,155.91
55118.414,156.32
55118.441,156.57
55118.475,156.75
55118.51,156.84
55118.546,156.87
55118.576,156.79
55118.607,156.73
55118.642,156.37
55118.677,154.75
55118.71,151.97
55118.742,148.35
55118.775,144.74
55118.809,141.01
55118.841,137.41
55118.876,134.4
55118.91,131.4
55118.943,127.88
55118.977,121.92
55119.008,118.37
55119.045,114.57
55119.076,110.37
55119.107,106.52
55119.143,103.12
55119.178,94.69
55119.208,90.78
55119.243,86.42
55119.274,82.97
55119.309,79.64
55119.34,76.58
55119.375,72.26
55119.41,67.01
55119.443,62.34
55119.477,57.9
55119.512,54.21
55119.54,51.29
55119.574,48.7
55119.611,45.43
55119.646,42.67
55119.675,38.95
55119.717,36.6
55119.749,33.57
55119.778,31.05
55119.816,28.94
55119.844,26.71
55119.876,24.81
55119.908,22.9
55119.942,21.15
55119.975,18.45
55120.012,16.27
55120.041,14.37
55120.078,13.0
55120.109,11.98
55120.144,11.24
55120.175,10.59
55120.213,9.96
55120.244,9.38
55120.274,8.93
55120.311,8.56
55120.343,8.24
55120.376,8.02
55120.409,7.88
55120.443,8.41
55120.479,10.79
55120.511,14.7
55120.54,21.09
55120.578,25.52
55120.609,29.71
55120.641,34.9
55120.673,40.86
55120.709,47.09
55120.744,52.31
55120.777,57.7
55120.814,63.98
55120.846,73.03
55120.88,78.22
55120.909,83.83
55120.94,90.57
55120.975,98.79
55121.007,102.43
55121.043,106.1
55121.075,114.14
55121.11,118.97
55121.141,119.54
55121.174,120.98
55121.211,122.62
55121.242,125.44
55121.275,128.18
55121.31,134.04
55121.343,136.7
55121.379,138.68
55121.411,140.23
55121.442,141.4
55121.473,142.78
55121.509,144.2
55121.543,145.93
55121.575,147.7
55121.61,149.34
55121.64,150.96
55121.676,152.18
55121.709,153.27
55121.746,154.23
55121.776,155.03
55121.809,156.14
55121.841,156.73
55121.874,157.05
55121.909,156.48
55121.94,156.25
55121.979,156.21
55122.01,156.22
55122.05,156.24
55122.078,156.26
55122.109,156.24
55122.143,156.2
55122.178,156.05
55122.209,155.68
55122.246,155.5
55122.275,154.8
55122.31,152.88
55122.341,150.05
55122.377,146.57
55122.41,143.0
55122.444,139.31
55122.479,135.7
55122.509,131.86
55122.542,125.36
55122.575,121.28
55122.609,116.22
55122.645,110.8
55122.682,108.49
55122.709,105.79
55122.748,98.94
55122.776,96.99
55122.808,92.84
55122.842,87.31
55122.875,81.45
55122.911,74.7
55122.941,66.65
55122.975,58.95
55123.01,54.74
55123.043,49.12
55123.076,46.05
55123.108,43.49
55123.144,39.81
55123.179,37.04
55123.207,34.19
55123.243,32.09
55123.274,30.24
55123.308,28.78
55123.34,26.9
55123.376,25.43
55123.406,23.94
55123.445,22.28
55123.475,20.75
55123.509,19.42
55123.542,17.4
55123.575,15.75
55123.609,14.41
55123.643,13.5
55123.673,12.64
55123.707,11.88
55123.744,11.29
55123.776,10.84
55123.81,10.49
55123.848,10.23
55123.876,10.05
55123.907,9.94
55123.943,9.91
55123.975,10.13
55124.01,11.13
55124.042,13.81
55124.077,17.49
55124.107,21.77
55124.145,25.64
55124.176,31.85
55124.207,36.21
55124.244,42.85
55124.276,49.57
55124.308,55.92
55124.342,62.75
55124.374,72.91
55124.41,78.53
55124.446,87.31
55124.476,95.28
55124.512,100.24
55124.545,102.91
55124.575,105.35
55124.61,112.84
55124.641,121.87
55124.677,124.05
55124.709,125.02
55124.742,126.13
55124.775,127.99
55124.809,133.24
55124.844,135.06
55124.875,136.39
55124.906,137.47
55124.942,139.46
55124.974,141.99
55125.008,144.38
55125.042,146.74
55125.075,149.36
55125.108,151.34
55125.144,151.36
55125.175,151.84
55125.209,152.3
55125.242,152.79
55125.275,153.27
55125.308,153.66
55125.345,153.96
55125.379,154.18
55125.407,154.35
55125.443,154.46
55125.479,154.53
55125.51,154.55
55125.544,154.47
55125.574,153.94
55125.611,152.46
55125.645,149.33
55125.676,146.3
55125.707,143.46
55125.744,140.69
55125.774,137.46
55125.809,134.24
55125.842,130.85
55125.878,124.21
55125.909,120.91
55125.94,117.19
55125.976,112.89
55126.007,110.26
55126.042,102.44
55126.077,95.69
55126.111,93.04
55126.143,91.01
55126.174,87.89
55126.207,81.74
55126.242,78.02
55126.278,74.9
55126.309,71.76
55126.343,67.42
55126.375,59.54
55126.406,55.36
55126.444,51.66
55126.473,48.16
55126.509,44.35
55126.541,41.32
55126.573,37.74
55126.61,34.76
55126.642,32.45
55126.676,30.63
55126.709,29.34
55126.741,28.2
55126.777,26.98
55126.808,25.42
55126.839,23.8
55126.875,22.02
55126.909,19.92
55126.943,17.24
55126.976,15.15
55127.008,13.55
55127.042,12.4
55127.077,11.53
55127.108,10.89
55127.144,10.46
55127.177,10.12
55127.208,9.89
55127.244,9.74
55127.276,9.63
55127.309,9.56
55127.343,9.53
55127.374,9.54
55127.408,9.76
55127.441,10.63
55127.477,12.11
55127.508,13.86
55127.54,16.61
55127.574,20.77
55127.608,24.37
55127.642,28.32
55127.676,34.58
55127.713,39.66
55127.741,44.78
55127.774,50.26
55127.808,56.51
55127.842,63.02
55127.875,70.69
55127.908,76.88
55127.942,83.52
55127.975,89.96
55128.008,93.8
55128.043,98.83
55128.077,104.8
55128.109,111.3
55128.143,114.0
55128.173,115.25
55128.209,119.67
55128.242,121.12
55128.278,122.34
55128.307,124.12
55128.341,126.6
55128.378,129.33
55128.407,132.01
55128.448,134.71
55128.48,138.35
55128.507,140.14
55128.543,141.57
55128.575,142.97
55128.608,144.43
55128.641,145.87
55128.679,147.77
55128.711,149.63
55128.741,151.13
55128.777,151.45
55128.808,151.25
55128.843,151.1
55128.876,150.95
55128.908,150.86
55128.942,150.8
55128.977,150.76
55129.011,150.74
55129.044,150.72
55129.074,150.69
55129.109,150.62
55129.152,150.64
55129.175,150.59
55129.211,149.89
55129.242,148.32
55129.274,146.11
55129.307,143.94
55129.343,141.62
55129.377,138.24
55129.407,135.56
55129.441,132.45
55129.474,130.11
55129.508,124.71
55129.544,121.12
55129.574,117.46
55129.608,112.63
55129.641,109.65
55129.673,108.25
55129.708,106.89
55129.744,99.15
55129.777,96.37
55129.806,94.09
55129.842,90.81
55129.874,84.58
55129.91,79.92
55129.94,77.38
55129.974,69.89
55130.012,66.55
55130.044,62.99
55130.084,58.44
55130.107,55.11
55130.144,51.93
55130.175,48.51
55130.211,45.76
55130.239,42.42
55130.276,40.23
55130.308,37.6
55130.343,35.22
55130.377,32.93
55130.407,30.53
55130.442,28.58
55130.476,26.34
55130.509,24.07
55130.542,21.97
55130.574,20.01
55130.609,16.67
55130.642,14.15
55130.675,12.43
55130.709,11.34
55130.739,10.54
55130.776,9.97
55130.813,9.48
55130.841,9.04
55130.875,8.66
55130.909,8.33
55130.94,8.06
55130.976,7.84
55131.011,7.67
55131.042,7.52
55131.076,7.38
55131.11,7.26
55131.141,7.15
55131.177,7.05
55131.207,6.97
55131.242,6.93
55131.274,6.96
55131.312,7.45
55131.344,9.35
55131.374,12.62
55131.409,17.84
55131.443,21.17
55131.475,25.55
55131.511,30.76
55131.542,36.41
55131.574,41.74
55131.608,49.4
55131.644,55.21
55131.674,61.53
55131.713,67.24
55131.742,75.52
55131.775,81.93
55131.809,86.08
55131.842,92.33
55131.876,99.88
55131.915,101.8
55131.943,103.66
55131.974,109.82
55132.007,112.79
55132.041,118.0
55132.076,120.92
55132.111,121.82
55132.142,121.89
55132.176,122.37
55132.207,123.6
55132.243,125.6
55132.274,131.96
55132.311,133.97
55132.343,135.1
55132.374,136.69
55132.408,138.73
55132.443,140.84
55132.477,142.77
55132.514,144.97
55132.542,147.5
55132.575,149.77
55132.609,151.4
55132.644,152.52
55132.676,152.14
55132.712,151.72
55132.742,151.41
55132.776,151.16
55132.808,151.02
55132.841,150.88
55132.876,150.75
55132.908,150.63
55132.943,150.5
55132.977,150.33
55133.006,149.79
55133.046,148.35
55133.074,145.03
55133.106,142.0
55133.143,139.1
55133.176,134.94
55133.208,131.75
55133.242,127.87
55133.274,121.13
55133.31,117.54
55133.341,113.58
55133.373,109.43
55133.409,108.31
55133.443,100.48
55133.474,94.09
55133.508,90.86
55133.544,89.85
55133.575,84.72
55133.608,79.85
55133.643,76.39
55133.673,73.54
55133.706,70.42
55133.744,66.57
55133.774,61.22
55133.811,57.09
55133.843,53.7
55133.875,50.39
55133.908,47.57
55133.942,43.64
55133.976,40.21
55134.011,37.47
55134.043,34.94
55134.073,32.29
55134.109,30.12
55134.142,28.43
55134.174,26.86
55134.21,24.94
55134.241,22.74
55134.273,20.61
55134.311,17.96
55134.346,15.39
55134.373,13.51
55134.408,12.07
55134.442,10.92
55134.476,9.87
55134.509,8.95
55134.545,8.2
55134.573,7.57
55134.608,7.11
55134.642,6.79
55134.675,6.55
55134.709,6.37
55134.742,6.26
55134.775,6.19
55134.81,6.16
55134.842,6.18
55134.875,6.24
55134.908,6.36
55134.943,6.9
55134.975,9.17
55135.008,11.93
55135.041,16.46
55135.077,20.9
55135.106,25.35
55135.142,29.65
55135.174,34.83
55135.209,40.86
55135.244,46.13
55135.273,52.2
55135.311,57.72
55135.341,64.64
55135.375,74.26
55135.411,79.43
55135.443,84.46
55135.474,90.06
55135.51,97.65
55135.543,102.79
55135.573,105.85
55135.609,108.73
55135.643,110.97
55135.677,112.84
55135.707,113.53
55135.743,120.99
55135.773,123.92
55135.808,125.78
55135.841,127.45
55135.875,129.51
55135.906,131.61
55135.941,135.06
55135.974,137.14
55136.008,139.32
55136.042,141.0
55136.074,142.64
55136.112,143.86
55136.142,145.14
55136.173,146.55
55136.207,147.66
55136.241,148.79
55136.274,149.7
55136.307,150.36
55136.346,150.87
55136.375,151.27
55136.408,151.38
55136.441,149.28
55136.477,147.71
55136.508,146.86
55136.546,146.2
55136.574,145.65
55136.611,145.33
55136.643,145.07
55136.679,144.77
55136.708,144.09
55136.743,142.34
55136.776,139.93
55136.81,136.7
55136.843,133.55
55136.878,131.07
55136.91,126.56
55136.946,122.85
55136.975,120.26
55137.008,116.78
55137.043,110.83
55137.075,107.21
55137.109,105.11
55137.147,103.36
55137.174,101.05
55137.209,96.75
55137.246,92.97
55137.273,89.72
55137.309,84.55
55137.343,78.22
55137.378,75.28
55137.406,69.68
55137.443,65.98
55137.478,61.73
55137.51,57.47
55137.545,53.53
55137.574,49.9
55137.609,46.29
55137.644,43.6
55137.674,40.79
55137.707,37.44
55137.747,35.1
55137.776,32.49
55137.81,30.13
55137.844,28.13
55137.875,26.34
55137.91,24.57
55137.941,22.91
55137.974,21.16
55138.008,19.16
55138.042,17.35
55138.075,15.11
55138.108,12.26
55138.142,10.39
55138.176,9.26
55138.207,8.56
55138.244,8.05
55138.274,7.61
55138.31,7.28
55138.343,7.02
55138.374,6.79
55138.41,6.6
55138.444,6.45
55138.475,6.33
55138.507,6.24
55138.542,6.18
55138.578,6.14
55138.611,6.12
55138.64,6.13
55138.677,6.16
55138.711,6.46
55138.743,7.45
55138.777,9.86
55138.807,14.65
55138.842,19.97
55138.876,23.9
55138.908,29.74
55138.942,37.16
55138.973,42.22
55139.008,48.33
55139.049,53.5
55139.073,60.94
55139.107,67.2
55139.144,77.74
55139.175,82.43
55139.209,89.71
55139.239,94.12
55139.272,98.05
55139.311,102.8
55139.346,107.33
55139.377,112.25
55139.408,117.88
55139.442,122.01
55139.478,126.48
55139.508,128.84
55139.541,130.83
55139.577,132.42
55139.609,135.86
55139.644,137.62
55139.676,138.81
55139.708,140.38
55139.744,142.15
55139.773,144.28
55139.809,146.53
55139.84,146.78
55139.876,147.79
55139.91,148.42
55139.94,148.88
55139.975,149.82
55140.009,153.59
55140.043,154.29
55140.078,154.7
55140.107,156.03
55140.14,156.59
55140.176,156.66
55140.207,156.58
55140.243,154.8
55140.276,154.85
55140.308,154.79
55140.342,154.31
55140.373,153.23
55140.409,149.96
55140.443,145.39
55140.475,143.31
55140.508,140.7
55140.543,137.58
55140.574,135.19
55140.607,132.48
55140.639,126.9
55140.674,123.53
55140.707,119.39
55140.741,117.13
55140.775,113.73
55140.808,110.57
55140.842,104.04
55140.875,100.95
55140.908,97.22
55140.942,95.93
55140.973,94.11
55141.01,88.35
55141.042,81.26
55141.077,77.92
55141.107,71.27
55141.14,67.88
55141.176,60.61
55141.211,56.11
55141.242,50.84
55141.273,46.33
55141.311,41.81
55141.343,37.14
55141.378,33.34
55141.412,29.59
55141.44,26.75
55141.474,24.74
55141.509,22.61
55141.54,20.45
55141.58,16.95
55141.609,14.18
55141.643,12.22
55141.676,10.57
55141.709,9.55
55141.742,8.76
55141.777,7.94
55141.809,7.26
55141.841,6.71
55141.874,6.28
55141.909,5.94
55141.942,5.69
55141.972,5.51
55142.008,5.38
