elev,shp,time,elb,rie
86.54,11.56,15:05:08:266,13.18,666.0
86.21,8.39,15:05:08:381,12.63,666.0
85.64,3.1,15:05:08:499,13.59,666.0
85.39,-1.38,15:05:08:628,12.51,666.0
86.02,-2.8,15:05:08:749,11.27,666.0
86.29,-4.58,15:05:08:877,10.53,666.0
86.42,-4.38,15:05:09:000,10.14,666.0
86.29,-3.84,15:05:09:118,10.17,666.0
85.83,-1.86,15:05:09:243,12.33,666.0
85.02,4.1,15:05:09:370,15.92,666.0
85.25,13.16,15:05:09:497,14.66,666.0
85.85,19.62,15:05:09:616,13.57,666.0
85.76,27.48,15:05:09:740,15.72,666.0
86.06,37.16,15:05:09:858,9.87,666.0
86.79,44.35,15:05:09:992,9.24,666.0
85.26,47.61,15:05:10:114,14.03,666.0
86.33,55.18,15:05:10:245,9.08,666.0
86.71,60.64,15:05:10:365,9.74,666.0
84.34,61.99,15:05:10:495,18.59,666.0
81.07,69.07,15:05:10:642,18.58,666.0
81.05,72.35,15:05:10:771,19.22,666.0
80.76,72.81,15:05:10:908,21.47,666.0
71.58,70.55,15:05:11:037,41.55,21.74
87.84,77.18,15:05:11:162,10.79,666.0
88.59,76.39,15:05:11:286,12.96,666.0
83.81,72.78,15:05:11:411,23.63,666.0
84.55,71.31,15:05:11:536,24.43,666.0
84.1,71.15,15:05:11:665,22.91,666.0
88.64,73.22,15:05:11:785,9.02,666.0
82.16,66.02,15:05:11:905,21.96,666.0
82.29,63.12,15:05:12:029,19.75,666.0
84.33,61.64,15:05:12:147,17.31,666.0
85.64,55.04,15:05:12:276,12.02,666.0
85.19,53.19,15:05:12:396,10.68,666.0
85.21,46.33,15:05:12:515,11.87,666.0
85.28,37.08,15:05:12:637,18.1,666.0
86.29,32.97,15:05:12:768,14.69,666.0
86.86,32.43,15:05:12:895,11.78,666.0
88.39,24.62,15:05:13:018,11.95,666.0
88.69,18.95,15:05:13:138,10.35,666.0
87.54,14.04,15:05:13:265,12.48,666.0
87.19,10.45,15:05:13:387,16.92,666.0
86.66,6.33,15:05:13:520,14.6,666.0
85.76,0.28,15:05:13:644,14.42,666.0
86.49,-3.54,15:05:13:768,12.36,666.0
86.77,-6.68,15:05:13:909,12.22,666.0
86.97,-9.12,15:05:14:034,11.65,666.0
86.95,-10.38,15:05:14:169,11.62,666.0
86.7,-9.37,15:05:14:297,14.26,666.0
86.21,-6.46,15:05:14:424,16.06,666.0
85.95,0.18,15:05:14:550,18.22,666.0
84.73,9.57,15:05:14:673,19.13,666.0
85.09,18.85,15:05:14:800,16.4,666.0
85.04,24.44,15:05:14:924,14.72,666.0
85.05,34.71,15:05:15:045,9.88,666.0
86.39,44.56,15:05:15:162,9.05,666.0
84.71,44.75,15:05:15:284,14.05,666.0
86.28,52.02,15:05:15:403,12.33,666.0
87.64,58.6,15:05:15:521,10.23,666.0
84.57,62.75,15:05:15:650,23.53,666.0
84.15,68.11,15:05:15:772,13.65,666.0
83.36,71.55,15:05:15:900,17.4,666.0
82.05,73.68,15:05:16:019,19.26,666.0
65.67,75.19,15:05:16:150,45.86,1.49
83.46,73.06,15:05:16:270,20.63,666.0
85.26,74.31,15:05:16:395,15.99,666.0
85.26,70.76,15:05:16:516,23.84,666.0
83.71,68.73,15:05:16:645,27.38,666.0
85.88,72.05,15:05:16:769,17.51,666.0
84.5,71.1,15:05:16:908,18.65,666.0
84.74,67.24,15:05:17:046,18.91,666.0
85.34,62.4,15:05:17:167,17.71,666.0
87.87,58.62,15:05:17:292,12.68,666.0
88.51,54.14,15:05:17:413,7.79,666.0
86.53,41.15,15:05:17:532,16.57,666.0
86.34,37.37,15:05:17:654,14.82,666.0
88.59,32.77,15:05:17:775,9.89,666.0
87.53,26.87,15:05:17:904,11.95,666.0
86.68,17.95,15:05:18:034,16.81,666.0
86.4,12.56,15:05:18:157,15.96,666.0
85.98,4.75,15:05:18:286,16.36,666.0
84.75,-0.07,15:05:18:411,14.91,666.0
84.04,-3.89,15:05:18:533,14.97,666.0
83.94,-5.91,15:05:18:668,14.25,666.0
84.39,-6.74,15:05:18:798,10.9,666.0
