elev,shp,time,elb,rie
42.7,58.81,18:29:02:757,28.44,666.0
33.54,53.09,18:29:02:878,29.95,666.0
26.91,50.83,18:29:03:007,29.17,666.0
19.91,41.22,18:29:03:138,33.23,17.43
16.7,31.27,18:29:03:267,30.37,19.96
13.41,17.13,18:29:03:403,29.8,666.0
13.04,-0.38,18:29:03:530,29.53,666.0
13.81,-9.73,18:29:03:655,29.26,666.0
13.56,-14.92,18:29:03:781,30.18,15.46
13.02,-19.12,18:29:03:905,31.54,11.32
12.7,-17.89,18:29:04:042,31.64,10.11
12.33,-16.31,18:29:04:179,31.39,8.93
12.68,0.92,18:29:04:314,31.42,11.11
19.08,39.04,18:29:04:450,34.01,17.41
32.07,58.53,18:29:04:577,39.78,19.67
51.26,62.93,18:29:04:698,51.15,31.69
67.49,74.83,18:29:04:827,28.44,666.0
85.85,72.73,18:29:04:961,4.58,666.0
94.07,69.25,18:29:05:099,18.05,666.0
110.62,64.53,18:29:05:227,15.16,666.0
118.43,64.59,18:29:05:362,17.45,666.0
127.82,62.65,18:29:05:490,16.28,666.0
136.37,61.58,18:29:05:625,15.22,666.0
142.03,60.37,18:29:05:754,15.35,666.0
150.9,52.81,18:29:05:883,14.67,666.0
153.16,43.37,18:29:06:026,18.45,666.0
154.66,35.09,18:29:06:154,17.98,666.0
155.3,29.5,18:29:06:293,17.19,666.0
155.17,32.95,18:29:06:428,17.19,666.0
153.16,37.66,18:29:06:568,17.5,666.0
149.67,47.22,18:29:06:700,16.57,666.0
143.73,53.42,18:29:06:822,17.43,666.0
134.7,59.25,18:29:06:954,18.38,666.0
124.14,59.98,18:29:07:095,22.07,666.0
112.32,67.93,18:29:07:232,17.72,666.0
99.07,67.81,18:29:07:372,20.68,666.0
83.24,66.51,18:29:07:510,26.87,666.0
72.92,66.75,18:29:07:663,24.28,666.0
68.27,65.44,18:29:07:796,20.49,666.0
44.5,59.45,18:29:07:939,38.03,20.68
40.31,60.9,18:29:08:083,32.24,26.43
24.83,54.1,18:29:08:245,28.86,666.0
13.95,30.88,18:29:08:382,34.52,3.07
12.28,7.31,18:29:08:506,34.42,1.93
11.67,-13.19,18:29:08:641,31.3,3.02
11.13,-26.73,18:29:08:777,30.55,0.36
11.22,-33.28,18:29:08:905,30.93,-1.69
12.24,-29.61,18:29:09:030,30.86,1.54
12.46,-27.89,18:29:09:159,31.13,0.36
11.91,-18.19,18:29:09:293,32.81,-0.07
12.8,19.64,18:29:09:429,34.65,2.11
21.69,47.62,18:29:09:567,41.69,4.17
40.46,62.54,18:29:09:690,36.97,17.38
56.06,67.45,18:29:09:810,32.57,20.01
63.2,65.55,18:29:09:942,31.69,28.67
83.01,70.42,18:29:10:070,11.56,666.0
91.35,69.3,18:29:10:203,25.35,666.0
106.1,67.33,18:29:10:333,17.72,666.0
117.11,64.98,18:29:10:455,16.09,666.0
118.96,61.29,18:29:10:594,21.7,666.0
129.31,61.69,18:29:10:723,17.84,666.0
134.99,59.56,18:29:10:856,17.67,666.0
141.45,57.25,18:29:10:986,17.04,666.0
147.96,52.97,18:29:11:120,17.68,666.0
157.75,50.05,18:29:11:270,16.63,666.0
