elev,shp,time,elb,rie
161.78,40.28,19:10:29:457,14.97,666.0
158.19,26.63,19:10:29:591,13.92,666.0
154.33,16.06,19:10:29:725,9.72,666.0
142.27,13.09,19:10:29:856,14.87,666.0
135.57,10.61,19:10:29:981,14.24,666.0
126.08,5.76,19:10:30:105,16.37,666.0
117.38,6.34,19:10:30:229,16.16,666.0
110.27,4.71,19:10:30:360,13.58,666.0
100.55,3.05,19:10:30:490,16.59,666.0
92.2,0.44,19:10:30:608,11.88,666.0
83.52,-1.27,19:10:30:735,14.18,666.0
73.98,-2.51,19:10:30:854,15.89,666.0
64.01,-3.76,19:10:30:968,14.48,666.0
57.05,-4.23,19:10:31:094,15.49,666.0
49.91,-4.43,19:10:31:229,15.08,666.0
42.65,-5.95,19:10:31:363,14.97,666.0
36.05,-7.87,19:10:31:497,14.7,666.0
28.27,-9.5,19:10:31:641,14.21,666.0
23.39,-11.25,19:10:31:773,14.63,666.0
20.9,-13.86,19:10:31:907,15.7,666.0
19.37,-14.92,19:10:32:036,15.73,666.0
16.46,-18.67,19:10:32:165,16.63,666.0
14.23,-17.02,19:10:32:301,16.64,666.0
13.69,-15.8,19:10:32:426,17.26,666.0
13.37,-15.09,19:10:32:553,17.77,666.0
13.48,-15.49,19:10:32:685,18.05,666.0
17.46,-12.0,19:10:32:808,20.24,666.0
25.42,-8.68,19:10:32:938,19.94,666.0
33.04,-6.03,19:10:33:061,17.84,666.0
41.54,-3.88,19:10:33:192,19.1,666.0
48.83,-1.85,19:10:33:318,18.31,666.0
56.35,-1.29,19:10:33:448,18.01,666.0
65.5,-0.03,19:10:33:576,12.96,666.0
74.73,0.33,19:10:33:708,12.59,666.0
84.55,1.62,19:10:33:833,14.73,666.0
93.52,3.18,19:10:33:962,16.58,666.0
107.79,5.32,19:10:34:096,12.81,666.0
115.29,6.19,19:10:34:224,14.33,666.0
125.55,9.16,19:10:34:360,17.73,666.0
132.99,11.2,19:10:34:493,14.62,666.0
140.64,13.93,19:10:34:620,15.5,666.0
147.72,15.0,19:10:34:755,16.94,666.0
152.86,20.18,19:10:34:884,21.96,666.0
160.52,32.91,19:10:35:015,12.86,666.0
161.87,39.2,19:10:35:151,15.66,666.0
162.87,41.36,19:10:35:286,14.38,666.0
163.26,39.18,19:10:35:408,13.04,666.0
158.28,31.54,19:10:35:540,14.23,666.0
154.85,16.57,19:10:35:668,7.15,666.0
149.42,7.59,19:10:35:790,6.8,666.0
135.3,6.91,19:10:35:915,18.04,666.0
126.66,2.63,19:10:36:040,15.93,666.0
113.79,-0.41,19:10:36:172,12.76,666.0
101.11,-2.8,19:10:36:299,15.95,666.0
91.12,-5.72,19:10:36:427,11.47,666.0
79.55,-7.12,19:10:36:550,12.4,666.0
67.7,-6.67,19:10:36:675,10.59,666.0
56.3,-7.65,19:10:36:803,14.58,666.0
45.71,-9.08,19:10:36:950,14.96,666.0
39.3,-9.2,19:10:37:070,12.99,666.0
31.56,-9.9,19:10:37:209,12.59,666.0
24.64,-11.74,19:10:37:339,12.17,666.0
19.69,-10.65,19:10:37:474,14.6,666.0
16.48,-11.12,19:10:37:595,15.08,666.0
12.56,-9.67,19:10:37:739,16.03,666.0
10.23,-3.94,19:10:37:879,18.52,666.0
10.71,-6.11,19:10:38:020,18.61,666.0
15.29,-11.89,19:10:38:144,20.35,666.0
24.02,-12.17,19:10:38:275,19.64,666.0
36.25,-7.64,19:10:38:413,19.56,666.0
48.9,-3.2,19:10:38:535,18.89,666.0
56.96,-2.53,19:10:38:656,17.99,666.0
68.62,0.15,19:10:38:790,19.16,666.0
78.88,2.73,19:10:38:922,15.85,666.0
89.07,5.05,19:10:39:052,19.94,666.0
100.71,8.4,19:10:39:175,17.62,666.0
111.31,9.55,19:10:39:308,16.51,666.0
120.4,10.88,19:10:39:437,17.1,666.0
130.41,11.62,19:10:39:565,11.52,666.0
135.91,12.8,19:10:39:693,19.34,666.0
142.13,15.41,19:10:39:822,16.34,666.0
148.39,19.14,19:10:39:941,18.63,666.0
152.17,26.17,19:10:40:069,19.65,666.0
153.88,36.07,19:10:40:204,19.69,666.0
161.47,52.23,19:10:40:337,17.74,666.0
164.87,63.15,19:10:40:463,12.51,666.0
162.5,57.64,19:10:40:590,15.94,666.0
161.34,54.46,19:10:40:730,13.52,666.0
158.62,38.09,19:10:40:856,13.89,666.0
156.25,29.76,19:10:40:985,14.31,666.0
153.37,21.34,19:10:41:124,10.67,666.0
143.13,11.45,19:10:41:245,11.62,666.0
125.0,6.64,19:10:41:384,12.86,666.0
99.14,0.95,19:10:41:511,17.76,666.0
82.15,-1.71,19:10:41:633,14.63,666.0
66.45,-6.67,19:10:41:755,12.54,666.0
48.58,-9.67,19:10:41:888,14.19,666.0
36.98,-10.95,19:10:42:023,14.33,666.0
27.16,-12.54,19:10:42:158,9.69,666.0
20.34,-11.36,19:10:42:291,15.8,666.0
15.06,-11.78,19:10:42:424,16.94,666.0
11.17,-10.67,19:10:42:552,18.36,666.0
9.93,-8.36,19:10:42:680,19.95,666.0
12.47,-10.98,19:10:42:812,20.13,666.0
18.56,-11.99,19:10:42:941,20.54,666.0
26.61,-9.64,19:10:43:071,22.46,666.0
33.6,-7.79,19:10:43:198,19.64,666.0
42.61,-5.41,19:10:43:319,21.34,666.0
48.78,-4.11,19:10:43:443,17.15,666.0
54.48,-3.68,19:10:43:572,17.41,666.0
61.05,-2.6,19:10:43:700,19.33,666.0
67.65,-1.33,19:10:43:828,16.15,666.0
75.61,-0.56,19:10:43:954,13.86,666.0
83.25,0.45,19:10:44:080,15.33,666.0
92.02,2.17,19:10:44:199,15.66,666.0
98.22,3.6,19:10:44:328,19.03,666.0
106.8,5.05,19:10:44:469,14.15,666.0
114.49,7.34,19:10:44:604,16.29,666.0
121.91,10.58,19:10:44:735,11.64,666.0
123.92,12.07,19:10:44:860,16.91,666.0
129.25,13.9,19:10:44:983,13.7,666.0
132.78,15.45,19:10:45:113,17.81,666.0
136.0,16.9,19:10:45:236,17.47,666.0
138.54,19.19,19:10:45:364,15.84,666.0
142.42,22.02,19:10:45:492,17.33,666.0
147.98,24.61,19:10:45:623,14.4,666.0
149.56,27.22,19:10:45:746,18.63,666.0
149.35,29.41,19:10:45:869,19.44,666.0
153.04,31.37,19:10:45:992,15.48,666.0
148.66,23.41,19:10:46:120,21.27,666.0
146.4,16.91,19:10:46:256,17.03,666.0
138.94,10.25,19:10:46:380,15.49,666.0
132.19,6.09,19:10:46:505,13.49,666.0
