elev,shp,time,elb,rie
60.33,75.42,15:31:43:893,24.33,666.0
75.16,72.41,15:31:44:032,24.27,666.0
86.06,71.58,15:31:44:158,25.94,666.0
93.21,65.84,15:31:44:271,31.51,35.88
102.59,67.37,15:31:44:393,22.88,666.0
110.97,66.04,15:31:44:511,24.41,666.0
116.17,67.55,15:31:44:641,25.6,666.0
126.78,65.95,15:31:44:770,25.61,666.0
133.42,64.36,15:31:44:891,23.68,666.0
139.3,63.13,15:31:45:009,22.5,666.0
144.22,60.85,15:31:45:125,22.64,666.0
148.04,56.56,15:31:45:256,22.74,666.0
152.92,50.93,15:31:45:374,22.47,666.0
156.07,43.7,15:31:45:507,22.96,666.0
159.38,35.2,15:31:45:633,21.6,666.0
158.9,34.54,15:31:45:756,21.55,666.0
157.68,36.26,15:31:45:879,21.93,666.0
157.26,37.72,15:31:45:994,19.94,666.0
154.58,43.21,15:31:46:113,22.4,666.0
152.22,51.24,15:31:46:228,22.33,666.0
145.04,62.37,15:31:46:343,19.77,666.0
136.77,67.75,15:31:46:457,19.75,666.0
122.96,70.18,15:31:46:574,23.0,666.0
114.42,70.96,15:31:46:687,21.09,666.0
100.84,70.58,15:31:46:806,24.62,666.0
83.82,70.38,15:31:46:956,36.27,30.2
73.62,76.07,15:31:47:075,29.09,666.0
74.25,76.28,15:31:47:192,19.82,666.0
82.8,71.51,15:31:47:304,36.22,140.59
78.02,72.9,15:31:47:426,98.29,167.83
37.46,66.05,15:31:47:538,29.29,666.0
30.55,64.63,15:31:47:654,20.01,666.0
18.18,52.94,15:31:47:780,25.89,666.0
13.47,36.35,15:31:47:892,19.67,666.0
10.61,8.21,15:31:48:009,26.14,666.0
10.16,-1.43,15:31:48:127,21.55,666.0
10.39,-15.09,15:31:48:243,20.35,666.0
11.1,-29.5,15:31:48:361,20.84,666.0
12.05,-39.3,15:31:48:474,18.64,666.0
13.26,-46.13,15:31:48:593,19.42,666.0
13.25,-47.59,15:31:48:728,18.73,666.0
13.95,-49.81,15:31:48:844,18.66,666.0
14.15,-50.33,15:31:48:962,19.25,666.0
14.22,-51.12,15:31:49:084,19.5,666.0
13.77,-49.26,15:31:49:199,21.59,666.0
12.54,-44.85,15:31:49:310,22.58,666.0
10.9,-34.79,15:31:49:428,21.63,666.0
10.12,-3.25,15:31:49:547,25.69,666.0
14.38,28.27,15:31:49:670,30.0,666.0
22.39,47.83,15:31:49:792,25.6,666.0
33.05,61.19,15:31:49:908,26.63,666.0
47.4,67.26,15:31:50:029,18.47,666.0
63.5,75.46,15:31:50:142,32.82,-167.64
68.99,74.36,15:31:50:272,23.53,666.0
74.52,72.8,15:31:50:392,26.37,666.0
85.59,68.22,15:31:50:511,26.06,666.0
97.2,66.72,15:31:50:648,22.86,666.0
107.18,66.63,15:31:50:773,20.34,666.0
110.69,63.55,15:31:50:911,23.72,666.0
117.27,61.61,15:31:51:044,23.1,666.0
121.44,59.85,15:31:51:167,24.35,666.0
125.78,58.83,15:31:51:285,26.16,666.0
128.96,58.11,15:31:51:403,28.6,666.0
134.38,59.09,15:31:51:519,24.73,666.0
139.9,59.86,15:31:51:648,23.8,666.0
145.56,57.96,15:31:51:779,25.62,666.0
148.98,55.53,15:31:51:904,23.68,666.0
150.95,49.13,15:31:52:027,23.54,666.0
154.21,47.41,15:31:52:153,22.69,666.0
157.08,44.04,15:31:52:282,20.87,666.0
157.48,38.16,15:31:52:403,21.62,666.0
156.73,40.1,15:31:52:528,23.72,666.0
157.15,38.3,15:31:52:652,22.75,666.0
156.19,40.95,15:31:52:771,21.76,666.0
154.63,44.33,15:31:52:900,21.57,666.0
149.51,54.62,15:31:53:032,22.11,666.0
142.6,62.71,15:31:53:161,19.49,666.0
132.75,67.71,15:31:53:290,23.85,666.0
124.08,68.45,15:31:53:428,25.05,666.0
114.35,69.92,15:31:53:561,23.83,666.0
100.94,69.84,15:31:53:685,27.09,666.0
88.54,70.51,15:31:53:811,30.47,28.03
76.19,71.22,15:31:53:942,37.14,15.72
73.42,71.98,15:31:54:062,20.38,666.0
64.42,73.94,15:31:54:195,14.7,666.0
50.34,69.17,15:31:54:306,8.52,666.0
43.91,65.77,15:31:54:419,13.23,666.0
29.91,53.34,15:31:54:540,20.51,666.0
21.19,40.15,15:31:54:660,26.05,666.0
16.02,26.58,15:31:54:787,20.94,666.0
13.67,1.48,15:31:54:928,17.78,666.0
13.77,-18.36,15:31:55:059,17.09,666.0
14.67,-28.92,15:31:55:186,18.04,666.0
15.23,-34.46,15:31:55:307,18.12,666.0
15.73,-37.17,15:31:55:425,19.35,666.0
15.64,-36.35,15:31:55:549,18.81,666.0
15.45,-35.65,15:31:55:670,18.75,666.0
15.31,-35.26,15:31:55:788,18.63,666.0
15.18,-34.45,15:31:55:907,18.64,666.0
15.04,-34.83,15:31:56:030,19.25,666.0
14.98,-34.95,15:31:56:155,19.46,666.0
15.02,-35.49,15:31:56:271,19.85,666.0
14.95,-35.73,15:31:56:402,19.85,666.0
14.84,-35.79,15:31:56:522,19.99,666.0
14.74,-36.29,15:31:56:642,20.11,666.0
14.49,-37.22,15:31:56:769,20.33,666.0
14.28,-36.91,15:31:56:893,20.29,666.0
14.16,-37.08,15:31:57:007,20.25,666.0
14.03,-37.01,15:31:57:127,20.07,666.0
13.91,-37.25,15:31:57:250,19.59,666.0
13.79,-37.41,15:31:57:379,19.28,666.0
13.85,-37.58,15:31:57:503,19.71,666.0
13.82,-37.65,15:31:57:627,20.0,666.0
13.66,-39.25,15:31:57:762,20.01,666.0
13.66,-39.08,15:31:57:882,20.13,666.0
13.64,-39.57,15:31:58:015,20.47,666.0
13.62,-40.3,15:31:58:141,20.63,666.0
13.57,-40.93,15:31:58:272,20.27,666.0
13.59,-41.08,15:31:58:392,20.27,666.0
13.69,-40.71,15:31:58:507,20.2,666.0
13.74,-40.43,15:31:58:625,20.72,666.0
13.66,-39.55,15:31:58:753,20.48,666.0
13.72,-39.59,15:31:58:877,20.39,666.0
13.78,-39.43,15:31:59:004,20.35,666.0
13.73,-39.78,15:31:59:122,20.37,666.0
13.84,-39.87,15:31:59:248,20.38,666.0
14.17,-40.24,15:31:59:389,21.17,666.0
14.21,-40.12,15:31:59:532,21.06,666.0
14.16,-40.51,15:31:59:676,21.18,666.0
14.18,-40.55,15:31:59:824,21.05,666.0
14.0,-40.38,15:31:59:986,20.52,666.0
13.94,-39.86,15:32:00:132,19.81,666.0
13.86,-39.74,15:32:00:263,19.57,666.0
13.97,-38.92,15:32:00:388,19.92,666.0
14.03,-37.92,15:32:00:529,19.69,666.0
14.19,-37.23,15:32:00:674,19.91,666.0
13.8,-37.27,15:32:00:810,19.55,666.0
14.0,-36.85,15:32:00:946,19.74,666.0
14.07,-36.62,15:32:01:080,20.35,666.0
14.08,-36.65,15:32:01:219,20.24,666.0
14.03,-38.17,15:32:01:379,20.75,666.0
14.2,-37.93,15:32:01:529,20.71,666.0
14.15,-38.59,15:32:01:661,20.67,666.0
14.04,-38.84,15:32:01:797,20.44,666.0
14.1,-39.35,15:32:01:937,20.5,666.0
14.24,-38.91,15:32:02:079,20.45,666.0
14.44,-39.39,15:32:02:217,20.88,666.0
14.52,-39.21,15:32:02:343,20.83,666.0
14.47,-38.9,15:32:02:490,20.42,666.0
14.44,-38.84,15:32:02:630,20.32,666.0
14.31,-38.69,15:32:02:787,20.0,666.0
14.27,-38.27,15:32:02:934,19.73,666.0
14.08,-38.45,15:32:03:067,19.44,666.0
14.09,-37.98,15:32:03:206,19.58,666.0
13.96,-37.77,15:32:03:339,19.89,666.0
14.1,-37.88,15:32:03:469,19.91,666.0
14.14,-38.19,15:32:03:599,20.22,666.0
13.99,-37.76,15:32:03:727,20.21,666.0
13.73,-36.71,15:32:03:846,19.87,666.0
13.7,-37.09,15:32:03:988,20.0,666.0
13.53,-36.94,15:32:04:114,20.22,666.0
13.47,-37.17,15:32:04:236,20.17,666.0
13.45,-37.27,15:32:04:354,20.07,666.0
13.44,-36.95,15:32:04:473,19.83,666.0
13.2,-36.36,15:32:04:598,19.76,666.0
12.89,-35.39,15:32:04:725,19.98,666.0
12.73,-34.76,15:32:04:848,20.33,666.0
12.85,-35.1,15:32:04:979,20.13,666.0
12.94,-35.53,15:32:05:112,20.31,666.0
13.0,-35.67,15:32:05:245,20.19,666.0
13.13,-36.3,15:32:05:387,20.46,666.0
13.1,-37.03,15:32:05:510,20.41,666.0
13.15,-37.52,15:32:05:624,20.4,666.0
13.14,-37.73,15:32:05:746,20.27,666.0
13.24,-38.2,15:32:05:871,20.26,666.0
13.17,-38.34,15:32:05:987,20.42,666.0
13.11,-38.51,15:32:06:110,20.25,666.0
13.27,-39.36,15:32:06:242,20.41,666.0
13.34,-39.81,15:32:06:361,20.52,666.0
13.51,-39.04,15:32:06:484,20.53,666.0
13.58,-38.97,15:32:06:601,21.16,666.0
13.39,-39.3,15:32:06:726,21.22,666.0
13.4,-39.5,15:32:06:851,20.9,666.0
13.61,-39.26,15:32:06:969,21.07,666.0
13.6,-38.57,15:32:07:098,20.46,666.0
13.71,-38.46,15:32:07:216,20.49,666.0
13.88,-38.49,15:32:07:341,20.57,666.0
14.11,-39.15,15:32:07:470,21.03,666.0
14.08,-38.92,15:32:07:597,20.85,666.0
13.98,-38.46,15:32:07:732,20.58,666.0
14.03,-38.77,15:32:07:852,20.87,666.0
13.96,-38.97,15:32:07:973,20.96,666.0
13.93,-38.91,15:32:08:088,21.11,666.0
14.01,-39.72,15:32:08:210,21.53,666.0
13.91,-39.26,15:32:08:335,21.61,666.0
13.93,-38.97,15:32:08:464,21.7,666.0
14.13,-39.03,15:32:08:608,21.89,666.0
