124907,  portal1 , 0.39,  -22 ,  2 ,  68753,  13 ,  2.061 
124811,  portal1 , 0.52,  -22 ,  3 ,  71877,  14 ,  2.155 
127154,  portal1 , 0.39,  -22 ,  2 ,  81254,  13 ,  2.030 
127156,  portal1 , 0.39,  -23 ,  2 ,  79691,  13 ,  1.991 
127067,  portal1 , 0.52,  -22 ,  3 ,  84378,  14 ,  2.108 
141177,  portal1 , 0.39,  -22 ,  2 ,  79691,  13 ,  1.991 
114444,  portal1 , 0.39,  -22 ,  2 ,  53126,  13 ,  1.991 
18536,  portal1 , 0.39,  -22 ,  2 ,  0,  13 ,  0.000 
138698,  portal1 , 0.26,  -22 ,  1 ,  90629,  12 ,  1.941 
127068,  portal1 , 0.52,  -22 ,  3 ,  84378,  14 ,  2.108 
126868,  portal1 , 0.39,  -22 ,  2 ,  68752,  13 ,  2.061 
18530,  portal1 , 0.39,  -22 ,  2 ,  0,  13 ,  0.000 
138690,  portal1 , 0.39,  -23 ,  2 ,  92192,  13 ,  1.974 
138707,  portal1 , 0.39,  -23 ,  2 ,  95317,  13 ,  2.041 
138605,  portal1 , 0.52,  -22 ,  3 ,  98442,  14 ,  2.108 
18536,  portal1 , 0.52,  -22 ,  3 ,  0,  14 ,  0.000 
117270,  portal1 , 0.52,  -23 ,  3 ,  56252,  14 ,  2.108 
139665,  portal1 , 0.39,  -22 ,  2 ,  79690,  13 ,  1.991 
138087,  portal1 , 0.39,  -22 ,  2 ,  79690,  13 ,  1.991 
138696,  portal1 , 0.39,  -22 ,  2 ,  96879,  13 ,  2.074 
124631,  portal1 , 0.39,  -22 ,  2 ,  65628,  13 ,  1.967 
127157,  portal1 , 0.39,  -22 ,  2 ,  82816,  13 ,  2.069 
141168,  portal1 , 0.39,  -22 ,  2 ,  81254,  13 ,  2.030 
137192,  portal1 , 0.52,  -23 ,  3 ,  84378,  14 ,  2.108 
138708,  portal1 , 0.39,  -22 ,  2 ,  95316,  13 ,  2.041 
138708,  portal1 , 0.39,  -22 ,  2 ,  95315,  13 ,  2.041 
138707,  portal1 , 0.39,  -22 ,  2 ,  93754,  13 ,  2.008 
138701,  portal1 , 0.39,  -22 ,  2 ,  96879,  13 ,  2.074 
116291,  portal1 , 0.52,  -22 ,  3 ,  56251,  14 ,  2.108 
18519,  portal1 , 0.52,  -22 ,  3 ,  0,  14 ,  0.000 
127594,  portal1 , 0.39,  -26 ,  2 ,  67189,  13 ,  2.014 
127162,  portal1 , 0.39,  -22 ,  2 ,  82816,  13 ,  2.069 
115525,  portal1 , 0.52,  -22 ,  3 ,  70315,  14 ,  2.108 
127162,  portal1 , 0.39,  -22 ,  2 ,  79690,  13 ,  1.991 
138699,  portal1 , 0.39,  -23 ,  2 ,  96879,  13 ,  2.074 
136543,  portal1 , 0.39,  -23 ,  2 ,  81253,  13 ,  2.030 
18659,  portal1 , 0.39,  -23 ,  2 ,  0,  13 ,  0.000 
146110,  portal1 , 0.52,  -22 ,  3 ,  84378,  14 ,  2.108 
138701,  portal1 , 0.39,  -22 ,  2 ,  96879,  13 ,  2.074 
16934,  portal1 , 0.39,  -22 ,  2 ,  0,  13 ,  0.000 
138690,  portal1 , 0.39,  -22 ,  2 ,  96878,  13 ,  2.074 
138621,  portal1 , 0.52,  -22 ,  3 ,  98440,  14 ,  2.108 
115609,  portal1 , 0.39,  -22 ,  2 ,  68753,  13 ,  2.061 
138708,  portal1 , 0.39,  -22 ,  2 ,  96880,  13 ,  2.075 
127067,  portal1 , 0.39,  -22 ,  2 ,  78129,  13 ,  1.952 
136168,  portal1 , 0.39,  -22 ,  2 ,  79692,  13 ,  1.991 
128491,  portal1 , 0.39,  -22 ,  2 ,  68752,  13 ,  2.061 
124603,  portal1 , 0.39,  -22 ,  2 ,  68752,  13 ,  2.061 
124625,  portal1 , 0.52,  -22 ,  3 ,  71877,  14 ,  2.155 
138708,  portal1 , 0.39,  -22 ,  2 ,  96879,  13 ,  2.074 
138692,  portal1 , 0.39,  -23 ,  2 ,  95317,  13 ,  2.041 
138708,  portal1 , 0.39,  -22 ,  2 ,  93753,  13 ,  2.008 
138612,  portal1 , 0.52,  -23 ,  3 ,  98441,  14 ,  2.108 
127069,  portal1 , 0.52,  -23 ,  3 ,  84377,  14 ,  2.108 
138612,  portal1 , 0.52,  -22 ,  3 ,  98440,  14 ,  2.108 
