136894,  portal1 , 5.46,  -28 ,  36 ,  315630,  52 ,  7.885 
127250,  portal1 , 5.59,  -24 ,  37 ,  321878,  53 ,  8.041 
18667,  portal1 , 5.59,  -24 ,  37 ,  0,  53 ,  0.000 
138764,  portal1 , 5.59,  -24 ,  37 ,  371877,  53 ,  7.963 
141017,  portal1 , 5.59,  -28 ,  37 ,  371878,  53 ,  7.963 
138765,  portal1 , 5.46,  -28 ,  36 ,  367192,  52 ,  7.863 
136244,  portal1 , 5.46,  -24 ,  36 ,  317189,  52 ,  7.924 
136587,  portal1 , 5.59,  -24 ,  37 ,  318753,  53 ,  7.963 
138794,  portal1 , 5.46,  -24 ,  36 ,  370317,  52 ,  7.930 
141467,  portal1 , 5.59,  -28 ,  37 ,  373439,  53 ,  7.997 
136400,  portal1 , 5.46,  -25 ,  36 ,  315629,  52 ,  7.885 
18537,  portal1 , 5.46,  -25 ,  36 ,  0,  52 ,  0.000 
138376,  portal1 , 5.59,  -25 ,  37 ,  318753,  53 ,  7.963 
127243,  portal1 , 5.59,  -24 ,  37 ,  318752,  53 ,  7.963 
138786,  portal1 , 5.46,  -24 ,  36 ,  370317,  52 ,  7.930 
136254,  portal1 , 5.59,  -28 ,  37 ,  318753,  53 ,  7.963 
136261,  portal1 , 5.46,  -24 ,  36 ,  317191,  52 ,  7.924 
18661,  portal1 , 5.46,  -24 ,  36 ,  0,  52 ,  0.000 
138790,  portal1 , 5.46,  -24 ,  36 ,  370315,  52 ,  7.930 
138795,  portal1 , 5.46,  -24 ,  36 ,  368753,  52 ,  7.896 
138795,  portal1 , 5.59,  -24 ,  37 ,  371879,  53 ,  7.963 
138788,  portal1 , 5.46,  -24 ,  36 ,  368755,  52 ,  7.896 
138795,  portal1 , 5.46,  -24 ,  36 ,  368753,  52 ,  7.896 
138794,  portal1 , 5.59,  -24 ,  37 ,  375002,  53 ,  8.030 
138794,  portal1 , 5.46,  -24 ,  36 ,  370317,  52 ,  7.930 
138794,  portal1 , 5.59,  -24 ,  37 ,  371878,  53 ,  7.963 
136287,  portal1 , 5.46,  -24 ,  36 ,  314065,  52 ,  7.846 
142228,  portal1 , 5.59,  -24 ,  37 ,  318752,  53 ,  7.963 
138794,  portal1 , 5.46,  -25 ,  36 ,  367193,  52 ,  7.863 
136759,  portal1 , 5.59,  -24 ,  37 ,  320314,  53 ,  8.002 
138788,  portal1 , 5.59,  -24 ,  37 ,  371877,  53 ,  7.963 
136219,  portal1 , 5.46,  -24 ,  36 ,  315628,  52 ,  7.885 
127248,  portal1 , 5.59,  -24 ,  37 ,  318753,  53 ,  7.963 
127234,  portal1 , 5.46,  -28 ,  36 ,  315627,  52 ,  7.885 
130582,  portal1 , 5.46,  -24 ,  36 ,  262502,  52 ,  7.870 
138782,  portal1 , 5.59,  -24 ,  37 ,  371879,  53 ,  7.963 
128854,  portal1 , 5.59,  -25 ,  37 ,  267189,  53 ,  8.010 
18523,  portal1 , 5.59,  -25 ,  37 ,  0,  53 ,  0.000 
