115698,  portal1 , 8.32,  -36 ,  55 ,  371877,  74 ,  11.149 
141008,  portal1 , 8.32,  -36 ,  55 ,  521879,  74 ,  11.175 
136884,  portal1 , 8.19,  -36 ,  54 ,  443753,  73 ,  11.086 
141500,  portal1 , 8.19,  -36 ,  54 ,  443752,  73 ,  11.086 
138795,  portal1 , 8.32,  -40 ,  55 ,  521879,  74 ,  11.175 
127239,  portal1 , 8.19,  -36 ,  54 ,  368753,  73 ,  11.055 
138795,  portal1 , 8.06,  -36 ,  53 ,  510942,  72 ,  10.941 
127239,  portal1 , 8.19,  -36 ,  54 ,  443753,  73 ,  11.086 
124717,  portal1 , 8.19,  -36 ,  54 ,  368753,  73 ,  11.055 
138786,  portal1 , 8.19,  -36 ,  54 ,  515628,  73 ,  11.042 
138788,  portal1 , 8.32,  -36 ,  55 ,  520317,  74 ,  11.142 
136256,  portal1 , 8.32,  -36 ,  55 ,  445315,  74 ,  11.125 
138795,  portal1 , 8.19,  -36 ,  54 ,  515628,  73 ,  11.042 
138779,  portal1 , 8.19,  -36 ,  54 ,  517191,  73 ,  11.075 
138795,  portal1 , 8.32,  -36 ,  55 ,  521879,  74 ,  11.175 
136257,  portal1 , 8.19,  -36 ,  54 ,  442191,  73 ,  11.047 
127250,  portal1 , 8.19,  -36 ,  54 ,  439066,  73 ,  10.969 
138789,  portal1 , 8.32,  -36 ,  55 ,  518754,  74 ,  11.108 
127243,  portal1 , 8.32,  -36 ,  55 ,  445316,  74 ,  11.125 
124569,  portal1 , 8.32,  -36 ,  55 ,  370316,  74 ,  11.102 
136253,  portal1 , 8.32,  -36 ,  55 ,  448441,  74 ,  11.203 
138791,  portal1 , 8.06,  -36 ,  53 ,  509379,  72 ,  10.908 
136241,  portal1 , 8.32,  -36 ,  55 ,  446879,  74 ,  11.164 
138788,  portal1 , 8.19,  -36 ,  54 ,  515629,  73 ,  11.042 
138795,  portal1 , 8.19,  -36 ,  54 ,  515629,  73 ,  11.042 
136333,  portal1 , 8.19,  -36 ,  54 ,  442190,  73 ,  11.047 
137203,  portal1 , 8.32,  -36 ,  55 ,  446877,  74 ,  11.164 
138795,  portal1 , 8.32,  -36 ,  55 ,  518754,  74 ,  11.108 
138788,  portal1 , 8.19,  -36 ,  54 ,  515628,  73 ,  11.042 
137180,  portal1 , 8.19,  -36 ,  54 ,  515628,  73 ,  11.042 
125922,  portal1 , 8.19,  -36 ,  54 ,  367190,  73 ,  11.008 
138785,  portal1 , 8.32,  -36 ,  55 ,  520317,  74 ,  11.142 
136619,  portal1 , 8.32,  -36 ,  55 ,  445315,  74 ,  11.125 
138783,  portal1 , 8.19,  -36 ,  54 ,  515628,  73 ,  11.042 
138794,  portal1 , 8.19,  -36 ,  54 ,  517191,  73 ,  11.075 
127234,  portal1 , 8.32,  -32 ,  55 ,  445315,  74 ,  11.125 
138794,  portal1 , 7.93,  -36 ,  52 ,  503128,  71 ,  10.774 
127237,  portal1 , 8.19,  -36 ,  54 ,  443754,  73 ,  11.086 
138794,  portal1 , 8.19,  -36 ,  54 ,  517191,  73 ,  11.075 
138785,  portal1 , 8.19,  -36 ,  54 ,  517191,  73 ,  11.075 
19542,  portal1 , 8.19,  -36 ,  54 ,  0,  73 ,  0.000 
132606,  portal1 , 8.19,  -36 ,  54 ,  368753,  73 ,  11.055 
138785,  portal1 , 8.32,  -36 ,  55 ,  518754,  74 ,  11.108 
138788,  portal1 , 8.19,  -36 ,  54 ,  515629,  73 ,  11.042 
138785,  portal1 , 8.19,  -36 ,  54 ,  515629,  73 ,  11.042 
138794,  portal1 , 8.32,  -36 ,  55 ,  521878,  74 ,  11.175 
138789,  portal1 , 8.32,  -36 ,  55 ,  518755,  74 ,  11.108 
138794,  portal1 , 8.19,  -36 ,  54 ,  517190,  73 ,  11.075 
138788,  portal1 , 8.19,  -36 ,  54 ,  517190,  73 ,  11.075 
