y,shp,rie,elb,x,date,images
129.42,64.29,-25.76,11.13,45307.872,2023-10-03,10-03-2023-12-35-07-872.jpg
135.94,71.9,-16.15,13.15,45307.971,2023-10-03,10-03-2023-12-35-07-971.jpg
137.56,77.09,-8.85,14.58,45308.09,2023-10-03,10-03-2023-12-35-08-090.jpg
136.35,74.42,-12.1,14.72,45308.186,2023-10-03,10-03-2023-12-35-08-186.jpg
135.63,74.12,-12.67,14.14,45308.283,2023-10-03,10-03-2023-12-35-08-283.jpg
136.05,73.89,-13.32,13.11,45308.384,2023-10-03,10-03-2023-12-35-08-384.jpg
136.32,74.2,-12.38,13.8,45308.482,2023-10-03,10-03-2023-12-35-08-482.jpg
136.76,74.13,-12.39,14.16,45308.582,2023-10-03,10-03-2023-12-35-08-582.jpg
136.93,74.07,-12.31,14.12,45308.69,2023-10-03,10-03-2023-12-35-08-690.jpg
134.06,70.16,-18.85,9.5,45308.806,2023-10-03,10-03-2023-12-35-08-806.jpg
124.95,57.79,-34.53,1.87,45308.903,2023-10-03,10-03-2023-12-35-08-903.jpg
109.15,48.75,-44.85,3.84,45309.01,2023-10-03,10-03-2023-12-35-09-010.jpg
90.88,41.32,-60.09,2.64,45309.1,2023-10-03,10-03-2023-12-35-09-100.jpg
77.58,43.2,-59.11,11.42,45309.204,2023-10-03,10-03-2023-12-35-09-204.jpg
70.01,47.11,-53.1,11.87,45309.319,2023-10-03,10-03-2023-12-35-09-319.jpg
70.25,47.82,-52.64,12.61,45309.421,2023-10-03,10-03-2023-12-35-09-421.jpg
58.49,53.09,-43.61,3.48,45309.516,2023-10-03,10-03-2023-12-35-09-516.jpg
48.27,62.77,-33.27,4.42,45309.62,2023-10-03,10-03-2023-12-35-09-620.jpg
42.45,70.49,-25.99,8.37,45309.717,2023-10-03,10-03-2023-12-35-09-717.jpg
39.4,77.62,-15.15,3.3,45309.821,2023-10-03,10-03-2023-12-35-09-821.jpg
39.24,80.66,-11.75,3.73,45309.933,2023-10-03,10-03-2023-12-35-09-933.jpg
39.34,80.6,-12.87,5.66,45310.039,2023-10-03,10-03-2023-12-35-10-039.jpg
39.26,80.28,-13.95,7.07,45310.142,2023-10-03,10-03-2023-12-35-10-142.jpg
39.3,80.09,-14.53,7.84,45310.235,2023-10-03,10-03-2023-12-35-10-235.jpg
38.8,79.67,-14.94,7.76,45310.346,2023-10-03,10-03-2023-12-35-10-346.jpg
42.45,78.59,-16.37,8.99,45310.458,2023-10-03,10-03-2023-12-35-10-458.jpg
46.1,71.45,-25.62,12.14,45310.554,2023-10-03,10-03-2023-12-35-10-554.jpg
53.92,58.27,-44.92,13.67,45310.655,2023-10-03,10-03-2023-12-35-10-655.jpg
72.05,47.14,-58.29,11.76,45310.755,2023-10-03,10-03-2023-12-35-10-755.jpg
93.34,41.33,-64.92,5.94,45310.853,2023-10-03,10-03-2023-12-35-10-853.jpg
109.46,47.85,-48.31,6.01,45310.969,2023-10-03,10-03-2023-12-35-10-969.jpg
119.44,52.19,-36.67,14.24,45311.071,2023-10-03,10-03-2023-12-35-11-071.jpg
129.63,63.63,-23.69,13.93,45311.173,2023-10-03,10-03-2023-12-35-11-173.jpg
134.08,71.36,-14.33,17.89,45311.27,2023-10-03,10-03-2023-12-35-11-270.jpg
136.45,75.17,-10.57,16.22,45311.383,2023-10-03,10-03-2023-12-35-11-383.jpg
134.22,75.54,-9.86,16.5,45311.49,2023-10-03,10-03-2023-12-35-11-490.jpg
134.15,73.58,-12.78,15.44,45311.6,2023-10-03,10-03-2023-12-35-11-600.jpg
133.64,72.04,-16.18,11.08,45311.706,2023-10-03,10-03-2023-12-35-11-706.jpg
124.89,59.87,-32.67,6.32,45311.818,2023-10-03,10-03-2023-12-35-11-818.jpg
119.73,53.94,-38.35,6.88,45311.931,2023-10-03,10-03-2023-12-35-11-931.jpg
105.93,47.43,-47.09,8.77,45312.035,2023-10-03,10-03-2023-12-35-12-035.jpg
94.0,43.41,-57.33,11.82,45312.153,2023-10-03,10-03-2023-12-35-12-153.jpg
86.62,42.04,-60.06,11.71,45312.253,2023-10-03,10-03-2023-12-35-12-253.jpg
74.18,43.56,-61.42,13.91,45312.37,2023-10-03,10-03-2023-12-35-12-370.jpg
66.11,47.89,-53.71,11.49,45312.468,2023-10-03,10-03-2023-12-35-12-468.jpg
56.16,51.94,-49.11,6.76,45312.58,2023-10-03,10-03-2023-12-35-12-580.jpg
50.83,56.37,-44.71,8.22,45312.677,2023-10-03,10-03-2023-12-35-12-677.jpg
47.45,66.41,-31.89,8.81,45312.793,2023-10-03,10-03-2023-12-35-12-793.jpg
43.05,71.9,-27.85,14.13,45312.914,2023-10-03,10-03-2023-12-35-12-914.jpg
40.09,76.33,-20.2,9.73,45313.017,2023-10-03,10-03-2023-12-35-13-017.jpg
39.03,78.39,-17.52,9.1,45313.132,2023-10-03,10-03-2023-12-35-13-132.jpg
37.31,79.06,-16.08,7.45,45313.233,2023-10-03,10-03-2023-12-35-13-233.jpg
38.7,78.53,-17.01,8.54,45313.341,2023-10-03,10-03-2023-12-35-13-341.jpg
38.87,78.21,-17.61,8.88,45313.436,2023-10-03,10-03-2023-12-35-13-436.jpg
39.42,76.73,-19.98,10.26,45313.55,2023-10-03,10-03-2023-12-35-13-550.jpg
44.34,68.16,-30.19,10.85,45313.658,2023-10-03,10-03-2023-12-35-13-658.jpg
65.35,50.22,-50.32,11.63,45313.769,2023-10-03,10-03-2023-12-35-13-769.jpg
77.6,44.13,-61.98,4.5,45313.878,2023-10-03,10-03-2023-12-35-13-878.jpg
93.34,42.37,-57.55,2.24,45313.988,2023-10-03,10-03-2023-12-35-13-988.jpg
108.96,46.61,-49.1,4.45,45314.089,2023-10-03,10-03-2023-12-35-14-089.jpg
119.49,50.49,-37.73,13.88,45314.188,2023-10-03,10-03-2023-12-35-14-188.jpg
124.78,56.54,-30.9,13.08,45314.303,2023-10-03,10-03-2023-12-35-14-303.jpg
130.33,64.44,-24.32,12.88,45314.406,2023-10-03,10-03-2023-12-35-14-406.jpg
133.49,68.74,-20.12,12.72,45314.506,2023-10-03,10-03-2023-12-35-14-506.jpg
134.95,71.02,-15.89,16.36,45314.617,2023-10-03,10-03-2023-12-35-14-617.jpg
133.5,69.85,-18.2,13.82,45314.714,2023-10-03,10-03-2023-12-35-14-714.jpg
132.01,67.38,-22.19,9.6,45314.825,2023-10-03,10-03-2023-12-35-14-825.jpg
127.15,63.08,-27.31,8.44,45314.938,2023-10-03,10-03-2023-12-35-14-938.jpg
122.33,51.88,-39.88,5.94,45315.051,2023-10-03,10-03-2023-12-35-15-051.jpg
102.25,45.13,-47.32,5.02,45315.153,2023-10-03,10-03-2023-12-35-15-153.jpg
88.86,42.25,-57.35,7.63,45315.252,2023-10-03,10-03-2023-12-35-15-252.jpg
80.29,43.21,-59.91,10.0,45315.351,2023-10-03,10-03-2023-12-35-15-351.jpg
69.4,47.34,-52.99,11.24,45315.457,2023-10-03,10-03-2023-12-35-15-457.jpg
58.55,51.79,-44.83,5.76,45315.553,2023-10-03,10-03-2023-12-35-15-553.jpg
52.72,55.24,-45.22,7.16,45315.656,2023-10-03,10-03-2023-12-35-15-656.jpg
48.54,63.44,-33.92,6.63,45315.768,2023-10-03,10-03-2023-12-35-15-768.jpg
45.97,69.15,-28.87,11.03,45315.868,2023-10-03,10-03-2023-12-35-15-868.jpg
42.85,74.25,-22.02,9.84,45315.965,2023-10-03,10-03-2023-12-35-15-965.jpg
40.29,77.1,-18.44,8.68,45316.074,2023-10-03,10-03-2023-12-35-16-074.jpg
38.46,78.45,-16.78,8.6,45316.183,2023-10-03,10-03-2023-12-35-16-183.jpg
38.09,80.53,-12.73,4.97,45316.282,2023-10-03,10-03-2023-12-35-16-282.jpg
38.18,80.72,-12.43,4.77,45316.387,2023-10-03,10-03-2023-12-35-16-387.jpg
37.67,80.66,-12.5,4.7,45316.484,2023-10-03,10-03-2023-12-35-16-484.jpg
38.44,79.32,-15.29,7.28,45316.605,2023-10-03,10-03-2023-12-35-16-605.jpg
41.87,77.99,-17.15,8.69,45316.701,2023-10-03,10-03-2023-12-35-16-701.jpg
42.31,70.95,-28.24,13.77,45316.802,2023-10-03,10-03-2023-12-35-16-802.jpg
54.25,57.32,-47.28,14.89,45316.904,2023-10-03,10-03-2023-12-35-16-904.jpg
69.83,48.08,-54.83,12.79,45317.004,2023-10-03,10-03-2023-12-35-17-004.jpg
83.52,42.83,-62.28,7.54,45317.106,2023-10-03,10-03-2023-12-35-17-106.jpg
96.44,43.67,-56.97,5.63,45317.222,2023-10-03,10-03-2023-12-35-17-222.jpg
104.14,45.59,-51.14,2.22,45317.318,2023-10-03,10-03-2023-12-35-17-318.jpg
115.73,46.9,-50.92,5.38,45317.418,2023-10-03,10-03-2023-12-35-17-418.jpg
125.07,57.93,-33.15,11.12,45317.548,2023-10-03,10-03-2023-12-35-17-548.jpg
130.16,66.03,-22.77,14.31,45317.655,2023-10-03,10-03-2023-12-35-17-655.jpg
134.5,70.91,-15.51,18.29,45317.75,2023-10-03,10-03-2023-12-35-17-750.jpg
134.72,71.59,-14.88,18.24,45317.85,2023-10-03,10-03-2023-12-35-17-850.jpg
134.79,71.1,-16.47,15.14,45317.951,2023-10-03,10-03-2023-12-35-17-951.jpg
136.13,72.8,-13.59,16.51,45318.052,2023-10-03,10-03-2023-12-35-18-052.jpg
135.65,75.01,-9.93,18.49,45318.151,2023-10-03,10-03-2023-12-35-18-151.jpg
134.19,72.5,-14.09,15.08,45318.253,2023-10-03,10-03-2023-12-35-18-253.jpg
129.85,65.66,-24.03,9.44,45318.36,2023-10-03,10-03-2023-12-35-18-360.jpg
113.25,53.94,-38.19,1.89,45318.47,2023-10-03,10-03-2023-12-35-18-470.jpg
96.18,44.83,-50.51,7.12,45318.585,2023-10-03,10-03-2023-12-35-18-585.jpg
84.06,41.83,-58.26,8.28,45318.686,2023-10-03,10-03-2023-12-35-18-686.jpg
72.81,44.7,-56.21,11.4,45318.789,2023-10-03,10-03-2023-12-35-18-789.jpg
58.19,52.15,-40.9,0.32,45318.906,2023-10-03,10-03-2023-12-35-18-906.jpg
52.43,54.92,-43.41,6.73,45319.007,2023-10-03,10-03-2023-12-35-19-007.jpg
45.74,66.59,-29.68,6.09,45319.117,2023-10-03,10-03-2023-12-35-19-117.jpg
41.38,71.93,-25.04,9.57,45319.216,2023-10-03,10-03-2023-12-35-19-216.jpg
41.87,72.86,-24.9,11.51,45319.318,2023-10-03,10-03-2023-12-35-19-318.jpg
40.09,76.63,-19.09,7.94,45319.43,2023-10-03,10-03-2023-12-35-19-430.jpg
39.54,81.09,-11.43,3.23,45319.542,2023-10-03,10-03-2023-12-35-19-542.jpg
39.26,80.99,-12.41,4.86,45319.635,2023-10-03,10-03-2023-12-35-19-635.jpg
38.62,78.71,-16.04,6.38,45319.738,2023-10-03,10-03-2023-12-35-19-738.jpg
41.1,76.98,-19.15,9.11,45319.874,2023-10-03,10-03-2023-12-35-19-874.jpg
46.42,70.69,-28.73,13.46,45319.974,2023-10-03,10-03-2023-12-35-19-974.jpg
60.92,55.21,-48.28,13.89,45320.085,2023-10-03,10-03-2023-12-35-20-085.jpg
77.27,46.82,-57.66,5.31,45320.19,2023-10-03,10-03-2023-12-35-20-190.jpg
92.31,42.37,-61.45,2.45,45320.303,2023-10-03,10-03-2023-12-35-20-303.jpg
100.84,45.41,-53.49,2.21,45320.404,2023-10-03,10-03-2023-12-35-20-404.jpg
107.71,48.04,-47.87,4.26,45320.502,2023-10-03,10-03-2023-12-35-20-502.jpg
107.69,48.81,-46.39,4.78,45320.616,2023-10-03,10-03-2023-12-35-20-616.jpg
122.94,56.6,-34.0,11.35,45320.714,2023-10-03,10-03-2023-12-35-20-714.jpg
123.09,58.16,-33.8,10.51,45320.84,2023-10-03,10-03-2023-12-35-20-840.jpg
131.5,69.31,-18.66,15.52,45320.951,2023-10-03,10-03-2023-12-35-20-951.jpg
135.89,75.75,-10.55,15.71,45321.052,2023-10-03,10-03-2023-12-35-21-052.jpg
137.44,79.15,-5.62,15.74,45321.151,2023-10-03,10-03-2023-12-35-21-151.jpg
136.79,78.9,-5.65,16.2,45321.257,2023-10-03,10-03-2023-12-35-21-257.jpg
135.16,73.42,-13.75,13.02,45321.349,2023-10-03,10-03-2023-12-35-21-349.jpg
134.35,73.24,-13.33,14.08,45321.461,2023-10-03,10-03-2023-12-35-21-461.jpg
125.36,58.26,-35.13,4.68,45321.57,2023-10-03,10-03-2023-12-35-21-570.jpg
113.18,51.56,-41.06,4.35,45321.674,2023-10-03,10-03-2023-12-35-21-674.jpg
99.78,44.37,-49.79,6.3,45321.784,2023-10-03,10-03-2023-12-35-21-784.jpg
89.73,41.81,-58.4,4.48,45321.891,2023-10-03,10-03-2023-12-35-21-891.jpg
75.07,43.8,-58.62,11.98,45321.998,2023-10-03,10-03-2023-12-35-21-998.jpg
71.74,46.35,-54.11,11.66,45322.099,2023-10-03,10-03-2023-12-35-22-099.jpg
60.66,50.92,-46.29,5.3,45322.198,2023-10-03,10-03-2023-12-35-22-198.jpg
60.55,51.8,-45.64,6.26,45322.3,2023-10-03,10-03-2023-12-35-22-300.jpg
49.83,61.09,-35.57,5.82,45322.402,2023-10-03,10-03-2023-12-35-22-402.jpg
44.65,69.41,-29.19,12.86,45322.507,2023-10-03,10-03-2023-12-35-22-507.jpg
42.16,74.32,-22.13,9.68,45322.62,2023-10-03,10-03-2023-12-35-22-620.jpg
38.48,80.47,-12.43,4.07,45322.734,2023-10-03,10-03-2023-12-35-22-734.jpg
39.37,81.37,-11.8,4.9,45322.846,2023-10-03,10-03-2023-12-35-22-846.jpg
39.09,78.56,-17.41,9.55,45322.95,2023-10-03,10-03-2023-12-35-22-950.jpg
40.1,77.1,-19.67,10.62,45323.05,2023-10-03,10-03-2023-12-35-23-050.jpg
42.87,75.45,-21.78,11.75,45323.16,2023-10-03,10-03-2023-12-35-23-160.jpg
47.11,66.65,-34.61,17.95,45323.253,2023-10-03,10-03-2023-12-35-23-253.jpg
56.01,57.0,-46.59,14.79,45323.351,2023-10-03,10-03-2023-12-35-23-351.jpg
73.22,46.96,-59.22,10.58,45323.453,2023-10-03,10-03-2023-12-35-23-453.jpg
74.51,46.11,-58.96,7.6,45323.555,2023-10-03,10-03-2023-12-35-23-555.jpg
86.06,41.19,-64.59,7.3,45323.651,2023-10-03,10-03-2023-12-35-23-651.jpg
86.24,40.28,-64.3,5.91,45323.757,2023-10-03,10-03-2023-12-35-23-757.jpg
99.89,42.95,-57.58,1.15,45323.881,2023-10-03,10-03-2023-12-35-23-881.jpg
113.28,45.88,-50.22,2.45,45323.991,2023-10-03,10-03-2023-12-35-23-991.jpg
122.81,55.4,-35.2,9.75,45324.093,2023-10-03,10-03-2023-12-35-24-093.jpg
127.9,61.79,-29.59,6.77,45324.188,2023-10-03,10-03-2023-12-35-24-188.jpg
134.18,71.31,-14.21,18.44,45324.296,2023-10-03,10-03-2023-12-35-24-296.jpg
135.77,73.43,-10.81,21.2,45324.38,2023-10-03,10-03-2023-12-35-24-380.jpg
136.2,73.77,-10.1,20.85,45324.482,2023-10-03,10-03-2023-12-35-24-482.jpg
133.83,70.93,-15.8,15.01,45324.59,2023-10-03,10-03-2023-12-35-24-590.jpg
132.84,68.96,-18.9,13.6,45324.688,2023-10-03,10-03-2023-12-35-24-688.jpg
122.66,55.31,-37.38,7.48,45324.799,2023-10-03,10-03-2023-12-35-24-799.jpg
120.09,53.89,-38.84,7.92,45324.912,2023-10-03,10-03-2023-12-35-24-912.jpg
101.36,45.91,-50.83,5.39,45325.014,2023-10-03,10-03-2023-12-35-25-014.jpg
91.25,42.06,-64.39,6.86,45325.12,2023-10-03,10-03-2023-12-35-25-120.jpg
90.78,41.75,-66.27,8.68,45325.222,2023-10-03,10-03-2023-12-35-25-222.jpg
83.82,40.91,-65.21,10.68,45325.317,2023-10-03,10-03-2023-12-35-25-317.jpg
76.03,43.28,-62.32,12.79,45325.418,2023-10-03,10-03-2023-12-35-25-418.jpg
58.67,49.37,-50.77,6.11,45325.536,2023-10-03,10-03-2023-12-35-25-536.jpg
48.34,62.73,-33.7,5.0,45325.635,2023-10-03,10-03-2023-12-35-25-635.jpg
43.81,69.93,-27.16,9.88,45325.732,2023-10-03,10-03-2023-12-35-25-732.jpg
39.36,76.34,-17.73,4.81,45325.837,2023-10-03,10-03-2023-12-35-25-837.jpg
37.18,80.06,-13.64,4.98,45325.938,2023-10-03,10-03-2023-12-35-25-938.jpg
38.57,81.34,-12.31,5.28,45326.032,2023-10-03,10-03-2023-12-35-26-032.jpg
38.7,80.87,-13.59,6.88,45326.138,2023-10-03,10-03-2023-12-35-26-138.jpg
39.62,79.01,-17.04,9.55,45326.253,2023-10-03,10-03-2023-12-35-26-253.jpg
42.84,76.94,-19.93,11.36,45326.35,2023-10-03,10-03-2023-12-35-26-350.jpg
47.65,66.81,-34.7,16.03,45326.45,2023-10-03,10-03-2023-12-35-26-450.jpg
55.89,57.28,-46.79,14.5,45326.553,2023-10-03,10-03-2023-12-35-26-553.jpg
58.18,55.96,-46.84,11.17,45326.648,2023-10-03,10-03-2023-12-35-26-648.jpg
68.14,50.05,-50.43,9.65,45326.759,2023-10-03,10-03-2023-12-35-26-759.jpg
88.24,41.65,-65.73,4.54,45326.881,2023-10-03,10-03-2023-12-35-26-881.jpg
103.41,43.93,-55.92,1.76,45326.983,2023-10-03,10-03-2023-12-35-26-983.jpg
117.78,49.06,-42.72,8.48,45327.085,2023-10-03,10-03-2023-12-35-27-085.jpg
124.84,56.28,-32.5,11.87,45327.182,2023-10-03,10-03-2023-12-35-27-182.jpg
130.94,66.32,-21.27,14.3,45327.285,2023-10-03,10-03-2023-12-35-27-285.jpg
134.28,69.32,-17.85,15.83,45327.387,2023-10-03,10-03-2023-12-35-27-387.jpg
135.77,72.35,-12.94,19.59,45327.485,2023-10-03,10-03-2023-12-35-27-485.jpg
135.01,71.17,-15.08,16.05,45327.591,2023-10-03,10-03-2023-12-35-27-591.jpg
132.81,67.93,-20.81,11.58,45327.699,2023-10-03,10-03-2023-12-35-27-699.jpg
125.18,59.03,-34.58,6.24,45327.802,2023-10-03,10-03-2023-12-35-27-802.jpg
121.2,52.3,-42.4,7.6,45327.911,2023-10-03,10-03-2023-12-35-27-911.jpg
101.2,45.23,-51.19,3.15,45328.0,2023-10-03,10-03-2023-12-35-28-000.jpg
99.14,44.75,-51.86,5.2,45328.096,2023-10-03,10-03-2023-12-35-28-096.jpg
95.19,43.1,-55.07,4.5,45328.203,2023-10-03,10-03-2023-12-35-28-203.jpg
78.8,44.43,-56.68,4.02,45328.299,2023-10-03,10-03-2023-12-35-28-299.jpg
66.89,47.49,-52.96,9.14,45328.399,2023-10-03,10-03-2023-12-35-28-399.jpg
53.07,55.72,-41.83,4.98,45328.505,2023-10-03,10-03-2023-12-35-28-505.jpg
47.79,65.45,-30.15,4.85,45328.619,2023-10-03,10-03-2023-12-35-28-619.jpg
44.44,70.83,-25.79,9.1,45328.727,2023-10-03,10-03-2023-12-35-28-727.jpg
41.73,75.69,-19.07,6.82,45328.839,2023-10-03,10-03-2023-12-35-28-839.jpg
38.9,78.71,-15.39,5.96,45328.938,2023-10-03,10-03-2023-12-35-28-938.jpg
37.26,81.04,-11.68,3.36,45329.05,2023-10-03,10-03-2023-12-35-29-050.jpg
38.21,81.26,-11.65,3.88,45329.156,2023-10-03,10-03-2023-12-35-29-156.jpg
37.69,81.3,-11.71,4.0,45329.259,2023-10-03,10-03-2023-12-35-29-259.jpg
37.78,80.35,-12.9,4.25,45329.348,2023-10-03,10-03-2023-12-35-29-348.jpg
38.66,78.82,-15.21,5.34,45329.453,2023-10-03,10-03-2023-12-35-29-453.jpg
40.27,77.78,-16.85,6.86,45329.572,2023-10-03,10-03-2023-12-35-29-572.jpg
41.04,76.65,-19.16,8.61,45329.672,2023-10-03,10-03-2023-12-35-29-672.jpg
48.1,63.89,-37.27,11.97,45329.767,2023-10-03,10-03-2023-12-35-29-767.jpg
54.16,59.16,-43.06,11.05,45329.887,2023-10-03,10-03-2023-12-35-29-887.jpg
71.56,46.54,-61.16,12.63,45329.991,2023-10-03,10-03-2023-12-35-29-991.jpg
88.95,41.68,-65.64,4.63,45330.092,2023-10-03,10-03-2023-12-35-30-092.jpg
100.34,43.74,-57.19,0.81,45330.2,2023-10-03,10-03-2023-12-35-30-200.jpg
113.61,48.58,-48.01,4.09,45330.305,2023-10-03,10-03-2023-12-35-30-305.jpg
125.8,55.3,-34.01,8.48,45330.4,2023-10-03,10-03-2023-12-35-30-400.jpg
132.44,67.67,-20.66,11.77,45330.52,2023-10-03,10-03-2023-12-35-30-520.jpg
137.87,73.48,-13.68,13.57,45330.617,2023-10-03,10-03-2023-12-35-30-617.jpg
139.06,77.14,-9.85,12.21,45330.715,2023-10-03,10-03-2023-12-35-30-715.jpg
139.46,77.1,-10.2,10.88,45330.817,2023-10-03,10-03-2023-12-35-30-817.jpg
137.13,73.42,-16.07,8.28,45330.918,2023-10-03,10-03-2023-12-35-30-918.jpg
137.41,72.46,-17.07,7.98,45331.021,2023-10-03,10-03-2023-12-35-31-021.jpg
137.52,72.19,-16.89,8.78,45331.127,2023-10-03,10-03-2023-12-35-31-127.jpg
129.58,61.83,-31.91,1.35,45331.231,2023-10-03,10-03-2023-12-35-31-231.jpg
109.06,47.87,-48.18,0.3,45331.333,2023-10-03,10-03-2023-12-35-31-333.jpg
91.91,41.95,-61.4,4.58,45331.453,2023-10-03,10-03-2023-12-35-31-453.jpg
78.74,43.29,-61.41,9.38,45331.557,2023-10-03,10-03-2023-12-35-31-557.jpg
64.54,48.83,-53.24,10.97,45331.681,2023-10-03,10-03-2023-12-35-31-681.jpg
53.9,54.94,-41.04,2.68,45331.784,2023-10-03,10-03-2023-12-35-31-784.jpg
48.83,59.01,-38.27,3.3,45331.889,2023-10-03,10-03-2023-12-35-31-889.jpg
44.69,67.89,-27.84,5.03,45331.99,2023-10-03,10-03-2023-12-35-31-990.jpg
42.71,72.32,-24.44,9.51,45332.098,2023-10-03,10-03-2023-12-35-32-098.jpg
40.15,75.3,-20.32,7.98,45332.197,2023-10-03,10-03-2023-12-35-32-197.jpg
38.29,78.61,-15.32,5.5,45332.303,2023-10-03,10-03-2023-12-35-32-303.jpg
36.89,80.75,-12.79,5.01,45332.43,2023-10-03,10-03-2023-12-35-32-430.jpg
37.05,80.91,-13.01,5.82,45332.53,2023-10-03,10-03-2023-12-35-32-530.jpg
37.39,80.34,-13.72,6.09,45332.642,2023-10-03,10-03-2023-12-35-32-642.jpg
38.74,79.08,-15.53,6.99,45332.734,2023-10-03,10-03-2023-12-35-32-734.jpg
44.05,72.74,-27.54,16.1,45332.844,2023-10-03,10-03-2023-12-35-32-844.jpg
51.12,60.22,-44.72,16.22,45332.933,2023-10-03,10-03-2023-12-35-32-933.jpg
68.44,49.28,-54.26,13.47,45333.037,2023-10-03,10-03-2023-12-35-33-037.jpg
83.41,42.04,-65.67,7.35,45333.16,2023-10-03,10-03-2023-12-35-33-160.jpg
92.57,41.84,-64.91,5.23,45333.271,2023-10-03,10-03-2023-12-35-33-271.jpg
103.4,46.21,-51.91,1.85,45333.389,2023-10-03,10-03-2023-12-35-33-389.jpg
114.38,48.54,-47.72,3.81,45333.493,2023-10-03,10-03-2023-12-35-33-493.jpg
121.28,54.41,-36.66,11.93,45333.606,2023-10-03,10-03-2023-12-35-33-606.jpg
128.82,61.69,-27.73,10.23,45333.699,2023-10-03,10-03-2023-12-35-33-699.jpg
130.48,65.6,-23.95,9.88,45333.806,2023-10-03,10-03-2023-12-35-33-806.jpg
135.93,72.4,-15.19,13.75,45333.915,2023-10-03,10-03-2023-12-35-33-915.jpg
136.5,72.93,-14.07,14.81,45334.026,2023-10-03,10-03-2023-12-35-34-026.jpg
137.76,74.33,-11.72,15.84,45334.148,2023-10-03,10-03-2023-12-35-34-148.jpg
134.9,70.24,-18.78,10.94,45334.255,2023-10-03,10-03-2023-12-35-34-255.jpg
128.45,62.64,-31.57,3.05,45334.363,2023-10-03,10-03-2023-12-35-34-363.jpg
118.44,52.72,-40.91,1.83,45334.471,2023-10-03,10-03-2023-12-35-34-471.jpg
107.08,47.39,-47.51,3.88,45334.571,2023-10-03,10-03-2023-12-35-34-571.jpg
94.78,42.9,-56.4,7.94,45334.67,2023-10-03,10-03-2023-12-35-34-670.jpg
81.22,42.78,-58.48,8.83,45334.766,2023-10-03,10-03-2023-12-35-34-766.jpg
76.14,43.32,-61.06,13.42,45334.879,2023-10-03,10-03-2023-12-35-34-879.jpg
60.19,50.32,-46.89,5.25,45334.989,2023-10-03,10-03-2023-12-35-34-989.jpg
59.71,51.76,-44.75,4.78,45335.11,2023-10-03,10-03-2023-12-35-35-110.jpg
52.9,53.63,-47.95,7.3,45335.201,2023-10-03,10-03-2023-12-35-35-201.jpg
47.17,63.1,-33.76,5.27,45335.297,2023-10-03,10-03-2023-12-35-35-297.jpg
41.38,70.59,-25.34,7.26,45335.399,2023-10-03,10-03-2023-12-35-35-399.jpg
41.8,71.66,-25.21,9.33,45335.5,2023-10-03,10-03-2023-12-35-35-500.jpg
40.25,74.8,-20.22,6.92,45335.603,2023-10-03,10-03-2023-12-35-35-603.jpg
38.3,80.55,-10.86,0.72,45335.703,2023-10-03,10-03-2023-12-35-35-703.jpg
38.61,81.32,-9.93,0.78,45335.805,2023-10-03,10-03-2023-12-35-35-805.jpg
38.04,81.74,-9.75,1.33,45335.921,2023-10-03,10-03-2023-12-35-35-921.jpg
37.9,80.11,-12.88,3.82,45336.019,2023-10-03,10-03-2023-12-35-36-019.jpg
42.46,78.23,-16.73,8.64,45336.117,2023-10-03,10-03-2023-12-35-36-117.jpg
44.97,68.51,-29.84,12.74,45336.231,2023-10-03,10-03-2023-12-35-36-231.jpg
53.85,58.29,-44.51,12.81,45336.355,2023-10-03,10-03-2023-12-35-36-355.jpg
71.55,47.3,-56.74,13.01,45336.458,2023-10-03,10-03-2023-12-35-36-458.jpg
86.79,42.34,-64.56,6.61,45336.574,2023-10-03,10-03-2023-12-35-36-574.jpg
94.98,43.86,-60.93,2.48,45336.679,2023-10-03,10-03-2023-12-35-36-679.jpg
103.01,45.48,-53.95,1.12,45336.786,2023-10-03,10-03-2023-12-35-36-786.jpg
109.64,47.76,-48.55,2.37,45336.885,2023-10-03,10-03-2023-12-35-36-885.jpg
109.49,48.57,-46.63,3.61,45336.982,2023-10-03,10-03-2023-12-35-36-982.jpg
118.76,52.52,-40.87,8.1,45337.091,2023-10-03,10-03-2023-12-35-37-091.jpg
127.72,60.0,-33.07,4.88,45337.193,2023-10-03,10-03-2023-12-35-37-193.jpg
134.52,70.77,-17.36,13.04,45337.313,2023-10-03,10-03-2023-12-35-37-313.jpg
137.41,75.35,-11.67,12.47,45337.409,2023-10-03,10-03-2023-12-35-37-409.jpg
137.94,76.96,-9.03,13.49,45337.519,2023-10-03,10-03-2023-12-35-37-519.jpg
136.6,73.99,-12.95,12.05,45337.615,2023-10-03,10-03-2023-12-35-37-615.jpg
135.42,70.58,-17.24,10.1,45337.719,2023-10-03,10-03-2023-12-35-37-719.jpg
126.22,58.98,-34.92,1.98,45337.837,2023-10-03,10-03-2023-12-35-37-837.jpg
116.09,53.25,-38.2,2.69,45337.936,2023-10-03,10-03-2023-12-35-37-936.jpg
105.23,48.45,-46.64,6.35,45338.056,2023-10-03,10-03-2023-12-35-38-056.jpg
92.13,45.14,-53.46,4.99,45338.152,2023-10-03,10-03-2023-12-35-38-152.jpg
80.79,44.64,-58.05,11.99,45338.276,2023-10-03,10-03-2023-12-35-38-276.jpg
80.47,44.61,-58.63,12.6,45338.365,2023-10-03,10-03-2023-12-35-38-365.jpg
