elev,shp,time,elb,rie
20.7,-18.14,17:26:08:272,34.38,25.52
21.23,-18.93,17:26:08:468,34.95,25.43
20.98,-19.49,17:26:08:737,35.13,24.81
21.53,-20.6,17:26:08:897,35.74,24.56
21.15,-20.25,17:26:09:039,35.42,24.44
21.08,-20.66,17:26:09:158,35.6,24.26
20.95,-19.58,17:26:09:306,35.28,24.81
21.44,-20.56,17:26:09:420,35.89,24.23
21.12,-19.85,17:26:09:551,35.52,24.18
20.88,-20.21,17:26:09:673,35.53,23.37
20.64,-19.65,17:26:09:794,35.27,23.51
21.14,-21.35,17:26:10:242,36.55,22.48
20.87,-20.56,17:26:10:386,36.1,22.65
21.37,-20.54,17:26:10:621,36.37,23.19
21.45,-20.45,17:26:10:772,36.07,23.14
22.13,-20.88,17:26:10:893,36.34,24.19
22.58,-21.33,17:26:11:015,36.67,24.25
22.52,-21.45,17:26:11:140,36.63,23.68
22.9,-21.49,17:26:11:259,36.91,24.2
23.19,-21.33,17:26:11:382,37.21,24.37
23.32,-22.41,17:26:11:511,37.73,23.87
23.28,-22.13,17:26:11:658,37.75,24.31
23.25,-22.4,17:26:11:802,38.11,23.57
22.26,-21.26,17:26:11:947,37.54,23.23
22.01,-21.97,17:26:12:080,37.32,23.04
21.37,-23.08,17:26:12:212,36.28,23.0
20.2,-21.57,17:26:12:343,34.83,24.47
18.96,-20.04,17:26:12:473,34.11,25.42
15.78,-19.44,17:26:12:602,32.39,24.24
11.74,-10.8,17:26:12:738,29.2,666.0
10.37,-21.88,17:26:12:863,28.65,666.0
11.76,-25.97,17:26:12:980,28.02,666.0
13.34,-28.19,17:26:13:107,28.31,666.0
15.01,-24.12,17:26:13:227,28.39,666.0
16.36,-17.28,17:26:13:362,29.09,666.0
16.8,-16.28,17:26:13:500,30.96,20.81
17.35,-23.18,17:26:13:629,32.45,5.16
20.12,-23.82,17:26:13:748,28.38,666.0
25.92,-20.83,17:26:13:878,25.37,666.0
28.91,-18.5,17:26:14:010,21.51,666.0
29.5,-19.89,17:26:14:146,15.87,666.0
28.08,-19.9,17:26:14:274,13.44,666.0
26.67,-20.67,17:26:14:399,13.43,666.0
26.06,-20.92,17:26:14:530,14.58,666.0
26.21,-21.0,17:26:14:653,13.84,666.0
26.32,-21.29,17:26:14:778,14.01,666.0
26.17,-21.77,17:26:14:899,14.8,666.0
26.15,-21.83,17:26:15:029,15.18,666.0
26.35,-22.2,17:26:15:159,15.09,666.0
26.21,-22.15,17:26:15:296,15.82,666.0
26.09,-22.68,17:26:15:423,15.76,666.0
26.07,-22.81,17:26:15:554,15.56,666.0
26.21,-23.31,17:26:15:681,15.18,666.0
26.18,-23.56,17:26:15:820,15.45,666.0
26.12,-24.47,17:26:15:946,15.69,666.0
26.04,-24.24,17:26:16:076,15.78,666.0
26.04,-24.04,17:26:16:211,15.8,666.0
26.04,-23.91,17:26:16:334,15.75,666.0
26.1,-24.03,17:26:16:465,15.79,666.0
25.93,-23.24,17:26:16:601,15.79,666.0
25.89,-22.92,17:26:16:725,15.98,666.0
25.81,-22.7,17:26:16:847,16.15,666.0
25.78,-22.58,17:26:16:980,16.33,666.0
25.84,-22.75,17:26:17:120,16.33,666.0
26.07,-23.27,17:26:17:245,16.3,666.0
25.98,-23.01,17:26:17:379,15.88,666.0
26.22,-23.76,17:26:17:516,15.87,666.0
26.06,-23.14,17:26:17:645,15.63,666.0
25.92,-22.65,17:26:17:777,15.38,666.0
26.05,-23.21,17:26:17:919,15.39,666.0
26.02,-22.72,17:26:18:054,15.24,666.0
26.25,-23.57,17:26:18:180,15.23,666.0
26.47,-23.57,17:26:18:309,15.03,666.0
26.53,-23.74,17:26:18:440,14.97,666.0
26.64,-24.0,17:26:18:577,15.19,666.0
26.24,-23.46,17:26:18:708,15.3,666.0
26.31,-23.65,17:26:18:834,15.44,666.0
26.01,-22.58,17:26:18:963,15.49,666.0
26.09,-22.75,17:26:19:087,15.83,666.0
26.09,-22.96,17:26:19:208,16.23,666.0
26.05,-22.89,17:26:19:336,16.89,666.0
25.89,-22.41,17:26:19:463,16.98,666.0
25.77,-22.42,17:26:19:592,16.98,666.0
25.6,-22.33,17:26:19:717,16.92,666.0
25.78,-22.52,17:26:19:846,16.41,666.0
25.75,-23.09,17:26:19:974,16.45,666.0
25.68,-23.15,17:26:20:099,16.45,666.0
25.9,-23.4,17:26:20:229,16.36,666.0
25.97,-23.4,17:26:20:356,16.47,666.0
25.92,-23.31,17:26:20:479,16.4,666.0
25.93,-23.47,17:26:20:611,16.3,666.0
25.59,-22.58,17:26:20:754,16.34,666.0
25.69,-22.71,17:26:20:879,16.39,666.0
25.5,-23.0,17:26:21:008,16.44,666.0
25.49,-23.39,17:26:21:145,16.8,666.0
25.52,-23.97,17:26:21:272,17.04,666.0
25.49,-24.09,17:26:21:401,17.18,666.0
25.46,-24.45,17:26:21:526,17.34,666.0
25.31,-24.47,17:26:21:658,17.43,666.0
25.3,-24.02,17:26:21:786,17.24,666.0
25.23,-24.07,17:26:21:909,17.06,666.0
25.27,-24.23,17:26:22:042,17.01,666.0
25.28,-24.6,17:26:22:180,17.13,666.0
25.07,-24.25,17:26:22:312,17.33,666.0
25.07,-24.16,17:26:22:457,17.23,666.0
25.48,-24.27,17:26:22:587,16.93,666.0
25.52,-24.32,17:26:22:710,16.8,666.0
25.54,-24.55,17:26:22:848,16.8,666.0
25.55,-25.22,17:26:22:985,17.1,666.0
25.74,-25.16,17:26:23:112,16.96,666.0
25.83,-24.75,17:26:23:245,16.82,666.0
25.78,-24.81,17:26:23:377,16.86,666.0
25.75,-24.78,17:26:23:501,16.72,666.0
25.73,-24.78,17:26:23:645,16.77,666.0
25.75,-25.13,17:26:23:764,16.86,666.0
25.53,-25.08,17:26:23:884,16.98,666.0
25.4,-24.97,17:26:24:011,16.9,666.0
25.35,-25.04,17:26:24:145,17.14,666.0
25.47,-25.07,17:26:24:278,17.2,666.0
25.41,-25.02,17:26:24:410,17.26,666.0
25.43,-24.94,17:26:24:540,17.35,666.0
25.32,-24.92,17:26:24:679,17.47,666.0
25.28,-24.64,17:26:24:814,17.51,666.0
25.33,-24.53,17:26:24:949,17.51,666.0
25.45,-24.17,17:26:25:079,17.75,666.0
26.43,-23.91,17:26:25:217,18.21,666.0
28.48,-22.58,17:26:25:344,17.92,666.0
30.86,-21.73,17:26:25:481,20.43,666.0
33.7,-20.52,17:26:25:616,17.55,666.0
36.73,-19.12,17:26:25:743,17.38,666.0
38.61,-18.61,17:26:25:874,16.66,666.0
41.75,-16.84,17:26:25:998,17.5,666.0
45.25,-15.04,17:26:26:133,20.83,666.0
49.21,-13.07,17:26:26:273,19.0,666.0
51.96,-11.74,17:26:26:402,19.85,666.0
57.05,-9.97,17:26:26:549,18.2,666.0
59.95,-8.74,17:26:26:680,19.03,666.0
63.68,-7.33,17:26:26:821,17.31,666.0
67.26,-6.76,17:26:26:952,16.96,666.0
70.47,-6.22,17:26:27:082,17.12,666.0
74.39,-5.71,17:26:27:211,17.14,666.0
77.72,-5.6,17:26:27:345,19.01,666.0
80.61,-6.33,17:26:27:477,21.61,666.0
84.56,-6.22,17:26:27:623,20.79,666.0
88.46,-7.49,17:26:27:753,21.31,666.0
91.2,-8.5,17:26:27:883,22.38,666.0
94.9,-8.94,17:26:28:016,22.53,666.0
99.41,-8.99,17:26:28:155,19.77,666.0
101.83,-9.01,17:26:28:280,18.87,666.0
102.92,-8.85,17:26:28:418,19.18,666.0
102.8,-8.87,17:26:28:555,18.92,666.0
102.73,-9.33,17:26:28:685,19.06,666.0
102.76,-9.24,17:26:28:813,19.01,666.0
102.74,-9.1,17:26:28:950,18.92,666.0
100.81,-9.25,17:26:29:109,20.12,666.0
96.63,-8.81,17:26:29:247,19.66,666.0
92.64,-8.78,17:26:29:376,19.81,666.0
88.05,-8.68,17:26:29:500,21.12,666.0
82.72,-8.45,17:26:29:624,20.9,666.0
77.29,-8.27,17:26:29:745,15.0,666.0
73.26,-9.02,17:26:29:876,16.26,666.0
68.04,-9.48,17:26:30:014,16.97,666.0
62.69,-10.81,17:26:30:141,18.53,666.0
57.25,-12.58,17:26:30:278,21.37,666.0
53.14,-14.71,17:26:30:416,22.61,666.0
49.23,-14.72,17:26:30:550,19.59,666.0
44.33,-15.12,17:26:30:678,18.07,666.0
41.74,-16.47,17:26:30:801,16.58,666.0
37.58,-18.49,17:26:30:928,15.39,666.0
34.39,-19.13,17:26:31:053,17.2,666.0
30.41,-19.27,17:26:31:199,13.81,666.0
26.48,-20.67,17:26:31:332,15.91,666.0
24.33,-21.51,17:26:31:472,14.7,666.0
22.7,-23.03,17:26:31:604,15.6,666.0
21.9,-23.29,17:26:31:741,16.02,666.0
21.73,-23.13,17:26:31:865,16.19,666.0
21.86,-22.92,17:26:32:000,16.07,666.0
21.89,-22.87,17:26:32:143,16.53,666.0
22.18,-22.61,17:26:32:271,16.58,666.0
22.75,-23.19,17:26:32:399,16.84,666.0
24.59,-22.01,17:26:32:535,17.26,666.0
28.48,-17.65,17:26:32:671,18.35,666.0
34.03,-13.94,17:26:32:803,19.65,666.0
