x,y
45277.534,16.51
45277.64164035088,18.841638287066846
45277.749280701755,27.870322427932138
45277.85692105263,38.80018713489085
45277.96456140351,59.09838786204032
45278.07220175439,77.11192982550826
45278.179842105266,102.159619884123
45278.28748245614,123.97880116967784
45278.395122807015,129.38801587295748
45278.50276315789,141.41241353371555
45278.61040350877,152.1055288221136
45278.71804385965,158.12175438604652
45278.825684210526,163.53723259753463
45278.9333245614,159.93345703996067
45279.04096491228,173.25399122798862
45279.14860526316,166.4066315779633
45279.25624561404,147.19063427673015
45279.363885964915,126.70717220592034
45279.47152631579,110.95251461830178
45279.57916666666,94.52000000039804
45279.68680701754,76.10381091658306
45279.79444736842,58.11149122806524
45279.902087719296,46.79606237819023
45280.009728070174,36.81009096820175
45280.11736842105,30.32328947364104
45280.22500877193,27.653104131291126
45280.33264912281,25.1012014885558
45280.440289473685,24.83469172932161
45280.54792982456,26.106057791795426
45280.65557017544,35.630197368920285
45280.76321052632,50.22187969977996
45280.870850877196,69.12327621471238
45280.97849122807,80.59815078219185
45281.086131578944,100.34626315804367
45281.19377192982,113.17088888876299
45281.3014122807,124.34109941540484
45281.40905263158,134.51714035088
45281.516692982455,144.97581140370235
45281.62433333333,153.87362745124116
45281.73197368421,159.99816541357077
45281.83961403509,166.10396854214034
45281.94725438597,161.0221929820613
45282.054894736844,160.83359133213997
45282.16253508772,162.70197270888352
45282.27017543859,155.1920272903243
45282.37781578947,138.99414860685337
45282.48545614035,124.02713981939307
45282.593096491226,105.92100103197946
45282.700736842104,92.59102167161565
45282.80837719298,78.82337092701516
45282.91601754386,67.4568844524272
45283.02365789474,58.636170360094525
45283.131298245615,49.292378167381614
45283.23893859649,40.72422899330973
45283.34657894737,36.4034947366782
45283.45421929825,32.231822916392524
45283.561859649126,29.213261093796277
45283.669499999996,26.962297297300434
45283.777140350874,24.896001031977317
45283.88478070175,21.771192508057826
45283.99242105263,20.0164438121993
45284.10006140351,30.583085299480864
45284.207701754385,48.241488570088826
45284.31534210526,67.62673374709824
45284.42298245614,89.70966374370764
45284.53062280702,107.11096491260734
45284.638263157896,117.18936479242907
45284.745903508774,130.9869511619936
45284.85354385965,140.6437719302782
45284.96118421052,152.22870554732629
45285.0688245614,158.53010025051597
45285.17646491228,165.40982456144235
45285.284105263156,160.2813157895046
45285.39174561403,171.3110410895323
45285.49938596491,170.54657894706685
45285.60702631579,165.60890037563632
45285.71466666667,152.8967676765667
45285.822307017545,140.11244736818918
45285.92994736842,124.05436532481917
45286.0375877193,111.61798041591369
45286.14522807018,99.66213184362834
45286.252868421056,79.33260964848874
45286.360508771926,62.5949122808744
45286.468149122804,54.305551378389715
45286.57578947368,50.05312159714094
45286.68342982456,43.0861954887428
45286.79107017544,37.6459741459067
45286.898710526315,32.061820767978126
45287.00635087719,29.20804824554526
45287.11399122807,28.199321219694983
45287.22163157895,28.916179337311732
45287.329271929826,39.01559210562237
45287.436912280704,54.31550125343091
45287.54455263158,66.71243421134669
45287.65219298245,80.18926315761911
45287.75983333333,94.21388888894033
45287.86747368421,108.70211911351804
45287.975114035085,119.37983641539815
45288.08275438596,129.19423897600362
45288.19039473684,138.61054311332978
45288.29803508772,148.82643274887502
45288.4056754386,154.33621775022684
45288.513315789474,160.33131578982747
45288.62095614035,164.47478734708164
45288.72859649123,169.07635477505056
45288.83623684211,165.39
45288.94387719298,166.3916108453713
45289.051517543856,160.5220370368677
45289.159157894734,148.53526315790972
45289.26679824561,134.41428728043687
45289.37443859649,119.16459739069403
45289.48207894737,106.96774322166584
45289.589719298245,91.62018518421307
45289.69735964912,81.06261208547373
45289.805,69.27882352835435
45289.91264035088,59.609253056563375
45290.020280701756,51.482240215760754
45290.12792105263,41.585721804124034
45290.23556140351,34.72205209948347
45290.34320175438,29.314364035381498
45290.45084210526,25.228315789474806
45290.55848245614,25.80904357677268
45290.666122807015,35.50974200214209
45290.77376315789,48.57531163426587
45290.88140350877,69.14532581480672
45290.98904385965,87.65549075428943
45291.096684210526,103.99102418231786
45291.204324561404,117.19702551853885
45291.31196491228,127.97451887328327
45291.41960526316,137.02838672867168
45291.52724561404,148.36008310280943
45291.63488596491,151.86676691716255
45291.742526315786,158.43413742674127
45291.85016666666,163.30740196053392
45291.95780701754,162.68119977361246
45292.06544736842,160.76099506582958
45292.1730877193,152.0824667729946
45292.280728070175,140.23607978253727
45292.38836842105,122.3949845189728
45292.49600877193,108.88868421043058
45292.60364912281,94.7223709268444
45292.711289473686,83.61028708118907
45292.81892982456,72.03670676620561
45292.92657017544,59.62504511208472
45293.03421052631,50.188691322894066
45293.14185087719,42.23611205416258
45293.24949122807,36.2207992203387
45293.357131578945,33.99369047621667
45293.46477192982,29.54295739369416
45293.5724122807,16.047926829670505
45293.68005263158,18.30710526307628
45293.787692982456,17.25174833634288
45293.895333333334,23.251923077204857
45294.00297368421,37.32169172975768
45294.11061403509,55.14938313619482
45294.21825438597,74.70024122926334
45294.32589473684,94.45202037299677
45294.433535087715,106.73840919887421
45294.54117543859,118.29826315770521
45294.64881578947,127.12453216375616
45294.75645614035,134.40051378434367
45294.86409649123,143.4322135126223
45294.971736842104,153.42510121468408
45295.07937719298,161.84148903483748
45295.18701754386,166.04084025854831
45295.29465789474,164.5797039470895
45295.402298245615,161.17684210433836
45295.50993859649,147.67210526156197
45295.61757894737,126.00526315683386
45295.72521929824,120.44926261230937
45295.83285964912,106.46207785068374
45295.9405,95.88302631633528
45296.048140350875,79.60763742634474
45296.15578070175,65.1081091616448
45296.26342105263,54.161266002656866
45296.37106140351,47.65901082482808
45296.478701754386,41.32590643252709
45296.58634210526,35.97239388778271
45296.69398245614,31.369233082668664
45296.80162280702,28.787299667986904
45296.9092631579,26.711894736560257
45297.01690350877,21.982787828943902
45297.124543859645,22.388895769013487
45297.23218421052,45.384018491741664
45297.3398245614,65.79423116640274
45297.44746491228,80.59548014825887
45297.555105263156,98.38334928237941
45297.662745614034,110.93562865530404
45297.77038596491,120.62432330851799
45297.87802631579,129.49133712669828
45297.98566666667,139.38122807049734
45298.093307017545,148.37492230641718
45298.20094736842,159.47518796983135
45298.3085877193,148.6656707946865
45298.41622807017,152.9285398980834
45298.52386842105,157.2554143336783
45298.63150877193,154.36822497420073
45298.739149122805,145.87271929779735
45298.84678947368,128.03999999994744
45298.95442982456,133.44067062939774
45299.06207017544,100.19897107606053
45299.169710526316,95.88413078137471
45299.27735087719,79.11227146791934
45299.38499122807,67.6422752191803
45299.49263157895,60.36625730982694
45299.60027192983,53.07345661434446
45299.7079122807,47.78575253943974
45299.815552631575,41.41503759402379
45299.92319298245,36.24323653982321
45300.03083333333,30.284952380881165
45300.13847368421,23.61578947358877
45300.246114035086,20.46936403511634
45300.353754385964,18.257318295722712
45300.46139473684,23.880571428573568
45300.56903508772,39.682882883756285
45300.6766754386,57.82720760301999
45300.784315789475,77.00558270718133
45300.89195614035,100.15488458135319
45300.99959649123,112.92512061468284
45301.1072368421,124.2553989813863
45301.21487719298,134.5095321636555
45301.32251754386,142.76876918852122
45301.430157894734,150.35751461961448
45301.53779824561,148.30355661874225
45301.64543859649,145.8921929824802
45301.75307894737,148.07457756239862
45301.860719298245,148.78258145359916
45301.96835964912,133.61237291921293
45302.076,127.09205128185037
45302.18364035088,128.98465103142166
45302.29128070176,121.53058646846648
45302.39892105263,94.50482456124462
45302.506561403505,79.7060701759177
45302.61420175438,65.85011363652778
45302.72184210526,56.44215619712328
45302.82948245614,49.01994690672841
45302.937122807016,42.896931690947866
45303.04476315789,36.34006791164784
45303.15240350877,32.58047791878948
45303.26004385965,29.452394220731865
45303.36768421053,27.794170040468977
