x,y
45277.534,36.34
45277.64145238095,38.10071210123989
45277.7489047619,41.48618204782886
45277.85635714286,53.18232617010469
45277.96380952381,66.47211904784231
45278.07126190476,82.28422677982373
45278.178714285714,83.67480867336327
45278.286166666665,90.78899999948524
45278.393619047616,107.84599753690972
45278.501071428575,122.75465773843163
45278.608523809526,132.34076991541826
45278.71597619048,136.81008818342934
45278.82342857143,138.17941176470148
45278.93088095238,138.3819171626961
45279.03833333333,134.87904320987332
45279.14578571429,127.68841269790288
45279.25323809524,117.77855293542517
45279.36069047619,103.22098506049494
45279.46814285714,85.88093053765695
45279.57559523809,78.4626496935471
45279.683047619044,78.58104946831975
45279.7905,63.53574999935278
45279.897952380954,49.92314102537094
45280.005404761905,42.461131566009584
45280.112857142856,39.74528801839783
45280.22030952381,38.2895952381287
45280.32776190476,38.01294832826849
45280.43521428572,38.074402810304896
45280.54266666667,43.714259259400556
45280.65011904762,47.73114374713686
45280.75757142857,50.527678571270116
45280.86502380952,62.58717578497856
45280.97247619047,75.75224761884516
45281.07992857143,86.50806122455623
45281.18738095238,95.80912698440007
45281.29483333333,107.62805810424673
45281.402285714285,121.02854197326378
45281.509738095236,130.03169195085718
45281.61719047619,136.30031746015896
45281.724642857145,138.94561428573425
45281.8320952381,140.04476190475373
45281.93954761905,140.44899749373505
45282.047,139.01333333337894
45282.15445238095,138.00060252674228
45282.2619047619,134.33100529130024
45282.36935714286,129.74758533497652
45282.47680952381,106.7242810454312
45282.58426190476,98.75900383140151
45282.69171428571,88.06328185358109
45282.799166666664,74.48739130452394
45282.90661904762,58.17331677018862
45283.01407142857,49.49225127516205
45283.121523809525,46.9890000000406
45283.228976190476,41.927285288993204
45283.33642857143,40.537900000037745
45283.44388095238,39.40499271146389
45283.55133333334,37.11975308639949
45283.65878571429,36.684084249087825
45283.76623809524,36.81716748768689
45283.87369047619,36.910796536794614
45283.98114285714,38.59096103893089
45284.08859523809,38.77938903862988
45284.19604761905,41.19326649962258
45284.3035,53.83932038895085
45284.41095238095,77.67944139228528
45284.518404761904,94.26790378024724
45284.625857142855,105.51555690072597
45284.73330952381,107.21851249348848
45284.840761904765,121.7371807841889
45284.948214285716,128.79017857143057
45285.05566666667,133.6922653721314
45285.16311904762,135.8404240362898
45285.27057142857,136.86064285713903
45285.37802380952,137.01417960662536
45285.48547619048,137.23530543530876
45285.59292857143,137.2134112149556
45285.70038095238,135.51216303467478
45285.80783333333,130.30533003312584
45285.91528571428,117.60857142822496
45286.022738095235,92.53843428571243
45286.13019047619,74.8122551656282
45286.237642857144,63.968084975526615
45286.345095238095,55.362631362740245
45286.45254761905,48.093490683498494
45286.56,45.584956521813304
45286.66745238095,42.94180909878637
45286.77490476191,39.366375205108135
45286.88235714286,37.431568627454055
45286.98980952381,37.18834821428518
45287.09726190476,37.613038847104356
45287.20471428571,40.1212142855907
45287.31216666667,45.066618123073
45287.41961904762,50.93663892755461
45287.52707142857,60.78563649234169
45287.634523809524,70.79016434899835
45287.741976190475,85.92332622623731
45287.849428571426,100.00275813294527
45287.956880952384,111.50539966042062
45288.064333333336,122.96019801989063
45288.17178571429,128.26575510206393
45288.27923809524,132.3201250601465
45288.38669047619,136.6352380951513
45288.49414285714,138.96542595017203
45288.6015952381,140.68892517013987
45288.70904761905,140.83157509156032
45288.8165,139.83350961538272
45288.92395238095,139.83506202481018
45289.0314047619,140.04145124716382
45289.138857142854,140.08536388140115
45289.24630952381,139.16180758013778
45289.353761904764,135.68744552055674
45289.461214285715,128.8685787172431
45289.568666666666,113.53359881997417
45289.67611904762,98.04393184820465
45289.78357142857,84.33250316106265
45289.89102380953,68.99984536043709
45289.99847619048,55.54450980377702
45290.10592857143,49.393582010599104
45290.21338095238,45.23214752580233
45290.32083333333,40.22799707616103
45290.42828571428,37.84595238093149
45290.53573809524,38.85931731988907
45290.64319047619,42.63903863450218
45290.75064285714,52.20611969111617
45290.858095238094,66.35143353130779
45290.965547619046,79.2414761901733
45291.073,92.15330275178437
45291.180452380955,104.83366281892411
45291.287904761906,113.9752288488038
45291.39535714286,118.74902332361224
45291.50280952381,123.07674603166029
45291.61026190476,127.48266706677863
45291.71771428571,132.71353535331954
45291.82516666667,136.2665849673675
45291.93261904762,136.0119791666296
45292.04007142857,134.66505891014677
45292.14752380952,130.72874944383923
45292.254976190474,126.37496825401709
45292.36242857143,104.55952380910276
45292.46988095238,92.51145041501292
45292.577333333335,84.26796116491221
45292.684785714286,74.51555714313749
45292.79223809524,61.9169165488049
45292.89969047619,59.919468671917684
45293.00714285715,53.63285714265425
45293.1145952381,47.020101710536615
45293.22204761905,41.54490646255843
45293.3295,40.440752212389064
45293.43695238095,39.78342767293849
45293.5444047619,38.40448474703247
45293.65185714286,37.95266296811666
45293.75930952381,39.072142857254356
45293.86676190476,42.23131299125408
45293.974214285714,49.01662946413832
45294.081666666665,63.65411564620708
45294.189119047616,75.74002380929363
45294.296571428575,81.52293800537997
45294.404023809526,86.38300000005044
45294.51147619048,98.00830586108285
45294.61892857143,109.94973886331509
45294.72638095238,122.81032421496222
45294.83383333333,129.05118333304338
45294.94128571429,132.18362831866762
45295.04873809524,135.183453493693
45295.15619047619,138.38588827831853
45295.26364285714,136.84532356528496
45295.37109523809,134.6557341271631
45295.478547619045,129.74621337024945
45295.586,119.36979591779934
45295.693452380954,103.13663265267469
45295.800904761905,93.23041771094465
45295.90835714286,90.60500714320231
45296.01580952381,77.13635054058898
45296.12326190476,62.049107143250865
45296.23071428572,49.520325814435836
45296.33816666667,46.929537953758555
45296.44561904762,44.126598639492144
45296.55307142857,41.29065000001342
45296.66052380952,38.86096181051191
45296.76797619048,37.20248404515507
45296.87542857143,37.004036061027804
45296.98288095238,37.84853653533265
45297.09033333333,42.12260416676162
45297.197785714285,47.38533613452508
45297.305238095236,50.222698412630116
45297.412690476194,66.99296558322496
45297.520142857145,82.81197802270188
45297.6275952381,95.97199047625926
45297.73504761905,106.04699507403029
45297.8425,114.3562376237862
45297.94995238095,121.03249386335852
45298.05740476191,126.90048355432377
45298.16485714286,129.28830188679828
45298.27230952381,132.84005897775629
45298.37976190476,135.31996960481246
45298.48721428571,133.75985863096676
45298.594666666664,132.56854785483276
45298.70211904762,130.77259450170988
45298.809571428574,128.57688311689483
45298.917023809525,118.75440836926144
45299.024476190476,99.10656033259995
45299.13192857143,83.72155844183864
45299.23938095238,70.24863678841837
45299.34683333334,61.056164874377146
45299.45428571429,54.851050420084064
45299.56173809524,50.448900560167374
45299.66919047619,46.31661678012465
45299.77664285714,41.91620496904289
45299.88409523809,40.12566805367008
45299.99154761905,39.571186186176135
45300.099,37.606862745038875
45300.20645238095,37.26943144499224
45300.313904761904,37.527972654399804
45300.421357142855,37.940977443605625
45300.52880952381,41.55541329738108
45300.636261904765,43.63515873020553
45300.743714285716,62.10937142963826
45300.85116666667,81.40438657457531
45300.95861904762,98.14347619038783
45301.06607142857,110.51019003908482
45301.17352380952,117.11053748207328
45301.28097619048,123.98786167819159
45301.38842857143,130.01779591843953
45301.49588095238,133.2158214285681
45301.60333333333,134.02921568627434
45301.710785714284,134.59653495437414
45301.81823809524,134.16731016729236
45301.92569047619,133.1348126102094
45302.033142857144,131.04548076920568
45302.140595238096,120.85920634893881
45302.24804761905,103.93421245459032
45302.3555,86.9368750005753
45302.462952380956,75.99798742113201
45302.57040476191,62.06696248196347
45302.67785714286,48.799263622511745
45302.78530952381,46.49139620896675
45302.89276190476,41.565982142993306
45303.00021428571,38.30852678570957
45303.10766666667,38.535757575770106
45303.21511904762,37.879857142830296
45303.32257142857,37.7162234794874
45303.430023809524,39.457434577416755
45303.537476190475,41.072258503366015
45303.644928571426,43.17446251761691
45303.752380952385,56.812939959082485
45303.859833333336,73.38229166659457
45303.96728571429,85.75819999992758
45304.07473809524,101.39263909738597
45304.18219047619,112.22523809528738
45304.28964285714,119.1147664835704
45304.3970952381,123.86034832480028
45304.50454761905,128.9084468180982
45304.612,132.96303030299043
45304.71945238095,132.9707142857716
45304.8269047619,134.9304453262995
45304.934357142854,132.58825100159734
45305.04180952381,122.15879302213477
45305.149261904764,106.04373571388778
45305.256714285715,94.78571428544414
45305.364166666666,84.70930555568425
45305.47161904762,73.76310204094122
45305.57907142857,64.74389136916794
45305.68652380953,53.18739297720762
45305.79397619048,48.09567961152168
45305.90142857143,44.24629539949629
45306.00888095238,41.11451895044246
45306.11633333333,40.74188524591003
45306.22378571429,39.34653902785867
45306.33123809524,37.21537259181608
45306.43869047619,37.530571428534756
45306.54614285714,37.1300147275891
45306.653595238095,40.183940719236304
45306.761047619046,44.431446540853244
45306.868500000004,50.396117021474424
45306.975952380955,59.5446666668765
45307.08340476191,63.071409523843194
45307.19085714286,63.51899159664374
45307.29830952381,63.601912125675504
45307.40576190476,71.21434303345308
45307.51321428572,88.51435586813828
45307.62066666667,102.95388349523955
45307.72811904762,118.13079598506216
45307.83557142857,126.75770139618008
45307.94302380952,134.09752765751577
45308.050476190474,137.02194477792338
45308.15792857143,136.7038169642378
45308.26538095238,135.7607805596479
45308.372833333335,136.00356435644665
45308.480285714286,136.31527696792074
45308.58773809524,136.76903218694372
45308.69519047619,136.80158045987935
45308.80264285715,134.143060344662
45308.9100952381,123.90229194425349
45309.01754761905,107.6178333334365
45309.125,87.68288461517884
45309.23245238095,75.70709109733724
45309.3399047619,70.05918767505733
45309.44735714286,66.98726315775252
45309.55480952381,54.67621794878572
45309.66226190476,45.734285714228065
45309.769714285714,40.90405219781451
45309.877166666665,39.31976190476444
45309.98461904762,39.28869721473517
45310.092071428575,39.29877947295038
45310.199523809526,39.28474142345191
45310.30697619048,38.97578292577292
45310.41442857143,41.03003826535119
45310.52188095238,44.87880704369917
45310.62933333333,51.93273927385117
45310.73678571429,68.74775000102233
45310.84423809524,91.43652089401508
45310.95169047619,107.05457307097903
45311.05914285714,118.27985994365953
45311.16659523809,128.99015172693512
45311.27404761905,134.1648925412426
45311.3815,136.41853982304193
45311.488952380954,134.2418335557708
45311.596404761905,134.15228787878652
45311.70385714286,133.65030997304044
