elev,shp,time,elb,rie
80.93,-0.1,15:27:57:424,35.32,-97.67
82.57,-0.08,15:27:57:541,47.78,-93.44
85.54,0.25,15:27:57:656,58.89,-85.12
86.42,0.35,15:27:57:784,65.6,-80.13
86.97,-0.17,15:27:57:899,77.11,-84.18
87.47,-0.1,15:27:58:021,87.66,-82.55
88.24,-0.48,15:27:58:138,98.13,-95.54
91.85,1.37,15:27:58:257,106.23,62.34
98.92,1.94,15:27:58:384,109.47,86.45
102.57,4.21,15:27:58:511,117.07,80.31
99.32,4.13,15:27:58:628,124.59,75.11
99.48,3.79,15:27:58:749,125.5,77.85
97.98,3.59,15:27:58:865,126.84,76.12
97.6,3.94,15:27:58:994,127.05,73.46
101.15,4.53,15:27:59:127,119.83,74.46
97.17,0.52,15:27:59:244,112.26,92.79
95.03,-0.84,15:27:59:363,100.32,106.89
91.85,-2.14,15:27:59:483,93.97,147.71
90.11,-2.05,15:27:59:613,80.86,-175.1
90.1,-2.28,15:27:59:732,68.3,-177.56
88.86,-2.15,15:27:59:854,60.98,-150.22
88.38,-1.8,15:27:59:969,48.28,-138.39
87.17,-0.88,15:28:00:091,35.77,-113.78
85.31,-0.05,15:28:00:215,29.95,666.0
83.88,0.14,15:28:00:335,19.32,666.0
82.92,0.83,15:28:00:451,20.3,666.0
81.51,1.33,15:28:00:577,16.34,666.0
81.27,1.34,15:28:00:702,14.11,666.0
81.18,1.4,15:28:00:825,18.37,666.0
81.15,1.4,15:28:00:961,19.54,666.0
