elev,shp,time,elb,rie
93.08,-3.9,12:57:12:135,17.15,666.0
88.09,-3.48,12:57:12:273,14.74,666.0
80.53,-4.78,12:57:12:404,18.37,666.0
76.54,-4.83,12:57:12:535,15.9,666.0
71.87,-4.28,12:57:12:674,15.11,666.0
66.15,-5.45,12:57:12:806,15.09,666.0
59.99,-5.3,12:57:12:945,17.39,666.0
55.4,-6.08,12:57:13:086,17.77,666.0
51.01,-6.91,12:57:13:219,16.65,666.0
46.84,-7.1,12:57:13:356,15.18,666.0
41.75,-7.08,12:57:13:488,13.62,666.0
36.32,-8.21,12:57:13:621,13.45,666.0
31.72,-10.67,12:57:13:748,14.46,666.0
27.33,-13.23,12:57:13:878,15.26,666.0
23.97,-14.82,12:57:14:018,16.01,666.0
21.57,-16.77,12:57:14:143,16.95,666.0
18.5,-19.03,12:57:14:280,17.29,666.0
15.59,-20.44,12:57:14:415,16.4,666.0
14.11,-20.04,12:57:14:553,16.27,666.0
14.15,-20.22,12:57:14:681,16.98,666.0
14.18,-20.57,12:57:14:822,18.82,666.0
15.79,-21.08,12:57:14:953,19.3,666.0
18.93,-19.12,12:57:15:086,19.5,666.0
23.79,-17.04,12:57:15:213,20.1,666.0
31.36,-10.94,12:57:15:355,18.24,666.0
38.79,-9.13,12:57:15:492,17.58,666.0
45.67,-6.16,12:57:15:628,18.31,666.0
55.6,-3.71,12:57:15:769,16.63,666.0
61.33,-1.53,12:57:15:907,16.02,666.0
67.23,-0.99,12:57:16:034,15.14,666.0
78.72,0.25,12:57:16:173,5.27,666.0
86.75,-1.18,12:57:16:305,7.47,666.0
90.81,0.56,12:57:16:438,14.64,666.0
96.95,-0.68,12:57:16:568,19.39,666.0
104.44,-1.04,12:57:16:707,13.81,666.0
111.84,-1.89,12:57:16:840,13.94,666.0
117.17,-2.99,12:57:16:972,14.78,666.0
128.42,0.02,12:57:17:103,10.11,666.0
132.31,-0.58,12:57:17:237,13.14,666.0
135.75,0.13,12:57:17:371,17.66,666.0
139.77,2.2,12:57:17:501,15.27,666.0
142.44,4.32,12:57:17:631,14.91,666.0
146.45,5.68,12:57:17:784,18.56,666.0
148.62,8.41,12:57:17:918,20.73,666.0
150.26,12.2,12:57:18:052,22.81,666.0
151.97,15.44,12:57:18:187,20.74,666.0
153.22,19.22,12:57:18:318,20.03,666.0
155.33,22.98,12:57:18:443,18.55,666.0
158.88,28.22,12:57:18:572,16.17,666.0
161.77,35.21,12:57:18:709,14.71,666.0
161.65,38.39,12:57:18:846,18.48,666.0
161.16,41.07,12:57:18:980,16.74,666.0
161.8,44.1,12:57:19:110,13.99,666.0
159.07,41.55,12:57:19:238,15.65,666.0
156.67,36.27,12:57:19:381,17.64,666.0
156.4,33.34,12:57:19:515,15.54,666.0
150.29,22.39,12:57:19:651,18.31,666.0
148.4,18.49,12:57:19:777,14.24,666.0
145.17,15.31,12:57:19:908,13.87,666.0
141.94,12.98,12:57:20:047,12.13,666.0
139.31,10.0,12:57:20:172,12.41,666.0
136.12,6.83,12:57:20:308,11.48,666.0
131.58,4.68,12:57:20:438,10.65,666.0
124.78,3.27,12:57:20:578,9.31,666.0
117.2,0.95,12:57:20:722,11.24,666.0
111.69,0.2,12:57:20:857,9.89,666.0
105.36,-1.02,12:57:20:990,9.32,666.0
96.39,-4.65,12:57:21:118,13.84,666.0
86.5,-6.59,12:57:21:269,16.36,666.0
77.2,-8.81,12:57:21:400,14.95,666.0
73.02,-8.86,12:57:21:530,9.59,666.0
64.23,-10.19,12:57:21:672,14.14,666.0
59.26,-9.52,12:57:21:806,15.08,666.0
54.22,-10.2,12:57:21:945,17.02,666.0
49.26,-10.34,12:57:22:084,16.53,666.0
44.93,-11.0,12:57:22:226,17.28,666.0
40.13,-14.14,12:57:22:374,16.9,666.0
36.32,-15.51,12:57:22:528,16.78,666.0
31.92,-15.53,12:57:22:686,17.34,666.0
26.89,-15.91,12:57:22:835,17.1,666.0
24.02,-15.85,12:57:22:993,16.98,666.0
20.41,-17.19,12:57:23:146,16.95,666.0
18.19,-21.3,12:57:23:296,17.41,666.0
16.24,-25.2,12:57:23:448,16.06,666.0
15.04,-26.26,12:57:23:601,16.2,666.0
14.71,-25.56,12:57:23:748,16.48,666.0
15.02,-25.93,12:57:23:895,16.54,666.0
15.74,-26.28,12:57:24:050,19.5,666.0
18.95,-25.15,12:57:24:216,19.2,666.0
22.56,-19.24,12:57:24:354,20.23,666.0
30.19,-13.36,12:57:24:527,18.76,666.0
36.72,-10.02,12:57:24:672,17.59,666.0
41.82,-7.11,12:57:24:835,16.84,666.0
47.68,-5.72,12:57:24:974,17.8,666.0
53.52,-4.29,12:57:25:122,16.9,666.0
59.47,-3.33,12:57:25:267,15.59,666.0
